,0,1,2,3,4,5,6,7,8,9,readings_ozone
0,-0.808378279209,1.25657939911,1.78574955463,-1.2033880949,0.727699220181,2.10810089111,2.19124484062,1.74535632133,0.302883774042,0.370133340359,0.204968944099
1,-0.797584891319,1.32972407341,-1.0839266777,-0.495759904385,-0.0284138433635,-0.337557792664,0.125206366181,0.348712056875,0.557184576988,-0.514903604984,0.192546583851
2,-0.821224689484,0.866337776184,0.852709174156,-0.230599522591,-1.35130906105,1.16731894016,-0.978121757507,0.896473407745,0.854618728161,4.81718492508,0.304347826087
3,-0.83427041769,0.897535145283,1.65537881851,-0.318365693092,-0.284350901842,1.06375432014,-0.937306106091,0.801930129528,2.40903925896,1.59646141529,0.285714285714
4,-0.800082147121,1.13891887665,-0.382591426373,-0.792026996613,-0.587912201881,0.353987842798,1.1061424017,1.42491924763,1.18353426456,-0.177629008889,0.124223602484
5,-0.808899641037,1.16299474239,-0.957034349442,-0.194220736623,-0.0797359421849,-0.458396375179,-0.738780617714,0.958404421806,0.469836056232,1.24179458618,0.173913043478
6,-0.802505612373,1.2283488512,-0.894123733044,-0.939194977283,0.881495714188,0.952899873257,-0.749698281288,1.74221324921,-0.927367210388,-0.533419549465,0.167701863354
7,-0.877341091633,-1.12248158455,0.939738094807,-1.03119778633,-0.623088479042,0.0419338084757,1.92504036427,1.86030352116,-0.072387188673,-0.547429203987,0.142857142857
8,-0.858133733273,-0.575148046017,0.0198428444564,-1.55136537552,0.588793039322,0.0977238342166,0.155292600393,1.26940190792,0.951150238514,-0.96982640028,0.248447204969
9,-0.885124862194,-1.32198905945,0.0583648569882,-0.889225184917,-0.592089533806,-0.0126134548336,1.23643112183,1.59762620926,0.214010193944,-0.266946583986,0.223602484472
10,-0.864260911942,-0.875021398067,0.252726078033,-1.27060902119,-0.311720222235,1.84732341766,1.56523060799,2.40551447868,0.021215133369,-1.31893539429,0.273291925466
11,-0.853596627712,0.450140953064,1.45937037468,-0.0532176122069,-0.064182177186,0.2875649333,-0.280192583799,1.2307690382,0.0585322789848,-0.477742016315,0.223602484472
12,-0.835613250732,0.730302631855,1.08926141262,-0.808656096458,0.648011863232,1.00730979443,0.339519947767,1.72118079662,0.534182965755,0.757266998291,0.149068322981
13,-0.838108479977,0.307041764259,-0.214870080352,-1.29122459888,1.62335789204,4.12455177307,2.87197732925,2.66578435898,0.859372973442,0.847010195255,0.254658385093
14,-0.842575669289,0.142393440008,-0.101280294359,-0.628500580788,-0.297845333815,0.495807975531,-0.328102499247,-0.298393309116,-0.20036894083,-1.35828030109,0.273291925466
15,-0.895186781883,-1.33993089199,1.01809060574,-0.444399267435,-1.23578381538,0.318162173033,1.72404170036,-0.577987074852,-0.763887703419,-0.305137842894,0.229813664596
16,-0.753688633442,2.69481801987,-0.537478685379,-0.455256283283,-0.293061375618,0.277510404587,0.0591720193624,-1.02689838409,0.517000854015,1.39143872261,0.347826086957
17,-0.740519881248,2.96408963203,-0.713312506676,-0.544049739838,0.0123051432893,1.42455196381,-0.581020951271,-0.297840893269,-1.150562644,-0.720923662186,0.260869565217
18,-0.797224581242,1.11521542072,-0.992070376873,-0.925828278065,-0.0822212472558,0.430229246616,1.11003136635,-0.326690167189,-0.287372261286,0.844159960747,0.267080745342
19,-0.818341374397,1.11220645905,-1.08826386929,0.276100844145,-0.283030927181,0.790165781975,0.224354818463,-0.577800035477,-1.37383747101,-0.748163878918,0.229813664596
20,-0.795714378357,1.49505519867,-0.566060304642,-0.6038377285,-0.000804152048659,1.12235641479,-0.838128864765,-0.854129433632,-1.43279361725,1.66899693012,0.155279503106
21,-0.895451784134,-1.27644240856,-0.676680982113,-0.90147382021,0.623519062996,1.12839210033,0.547577321529,-0.64538693428,-1.42013084888,-0.377988725901,0.242236024845
22,-0.862476408482,-0.589686393738,-0.941160082817,-0.609847962856,-0.677234232426,2.20044946671,0.449414640665,-0.333111703396,-0.649268507957,-0.267700403929,0.229813664596
