site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840480290059,1,10,20120726T0000-0600,88101,1440,8640,15.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20120726T0000-0600,88101,1440,8640,13.6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20120807T0000-0600,88101,1440,8640,8.5,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20120807T0000-0600,88101,1440,8640,9.4,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20120906T0000-0600,88101,1440,8640,9.2,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20120906T0000-0600,88101,1440,8640,8.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20121030T0000-0600,88101,1440,8640,7.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20121030T0000-0600,88101,1440,8640,9.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20120316T0000-0600,88101,1440,8640,7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20120316T0000-0600,88101,1440,8640,7.4,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20120403T0000-0600,88101,1440,8640,18.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20120403T0000-0600,88101,1440,8640,16,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20120918T0000-0600,88101,1440,8640,7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20120918T0000-0600,88101,1440,8640,6.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20120825T0000-0600,88101,1440,8640,13.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
