id,42401_0069,42603_0069,43205_0069,43206_0069,43218_0069,43233_0069,44201_0069,45109_0069,45201_0069,45202_0069,45203_0069,45204_0069,45207_0069,45208_0069,45220_0069,61103_0069,61104_0069,63301_0069,88101_0069,44201_0069_t+20
0,1.44444444444,39.1111111111,2.11571428571,2.04285714286,0.328571428571,0.634285714286,0.0172222222222,3.58428571429,1.61857142857,7.13714285714,0.998571428571,1.60714285714,0.148571428571,0.971428571429,0.06,8.04444444444,81.6666666667,0.0,16.4,0.0145714285714
1,0.625,27.5,0.915,3.1875,0.3875,0.18125,0.023125,1.2075,1.15375,3.53375,0.4325,0.54875,0.305,1.56625,0.06625,3.3375,139.125,0.0,18.7333333333,0.0264444444444
2,1.14285714286,8.42857142857,1.93714285714,2.74285714286,0.242857142857,0.0971428571429,0.0188571428571,0.624285714286,0.822857142857,1.55428571429,0.18,0.255714285714,0.202857142857,1.98714285714,0.697142857143,6.45714285714,179.0,0.0,21.0666666667,0.014
3,0.888888888889,28.2222222222,2.425,3.8,0.466666666667,0.235,0.0262857142857,2.045,1.72,4.95,0.623333333333,0.751666666667,0.216666666667,1.08166666667,0.476666666667,5.37777777778,161.111111111,0.0,23.4,0.0154285714286
4,2.0,20.625,0.731428571429,7.24285714286,0.257142857143,0.135714285714,0.012875,1.40714285714,0.842857142857,2.31714285714,0.36,0.475714285714,0.144285714286,0.847142857143,0.0857142857143,5.5625,158.375,0.0,23.5666666667,0.021
5,0.428571428571,19.75,1.44,0.771428571429,0.314285714286,0.197142857143,0.0302857142857,1.64285714286,1.26714285714,4.44857142857,0.441428571429,0.537142857143,0.314285714286,0.96,0.212857142857,4.45714285714,160.714285714,0.0,23.7333333333,0.021875
6,1.11111111111,34.5555555556,2.39833333333,2.93333333333,0.25,0.09,0.0186666666667,0.926666666667,0.99,3.17833333333,0.301666666667,0.42,0.248333333333,0.756666666667,0.143333333333,3.17777777778,130.666666667,0.0,23.9,0.0132857142857
7,1.0,39.875,0.91,1.375,0.225,0.0525,0.00325,0.4325,0.925,1.7525,0.105,0.1425,0.11,1.2,0.0,8.125,192.25,0.0,23.8333333333,0.024
8,1.0,56.0,1.50142857143,2.41428571429,0.5,0.2,0.0135714285714,1.73857142857,1.35857142857,6.40428571429,0.39,0.662857142857,0.328571428571,0.751428571429,0.0314285714286,5.55714285714,62.5714285714,0.0,23.7666666667,0.015
9,1.0,24.1111111111,1.17142857143,2.77142857143,0.271428571429,0.174285714286,0.018,0.691428571429,0.904285714286,2.68285714286,0.264285714286,0.395714285714,0.132857142857,1.15571428571,0.0542857142857,6.53333333333,110.222222222,0.0,23.7,0.0238571428571
10,2.0,23.0,2.55875,0.7375,0.425,0.11875,0.0122857142857,1.24125,0.93125,2.665,0.31375,0.44375,0.205,0.79625,0.05375,3.94285714286,251.571428571,0.0,23.8,0.0197777777778
11,0.285714285714,23.8571428571,2.20285714286,2.78571428571,0.328571428571,0.158571428571,0.027,0.902857142857,1.13285714286,2.37142857143,0.221428571429,0.317142857143,0.651428571429,0.424285714286,0.108571428571,9.14285714286,172.428571429,0.0,23.9,0.014375
12,1.22222222222,37.1111111111,2.14857142857,5.04285714286,0.3,0.17,0.0191428571429,1.25,0.792857142857,2.72142857143,0.331428571429,0.52,0.408571428571,0.54,0.188571428571,5.52222222222,162.0,0.0,24.0,0.0181428571429
13,2.5,75.875,3.02875,1.0375,0.4625,0.32875,0.015125,2.10125,1.24375,7.655,0.74375,0.9925,0.68125,0.62625,0.28125,4.6625,185.625,0.0,18.2,0.0194285714286
14,0.714285714286,26.5,2.36,2.0,0.557142857143,0.238571428571,0.0128571428571,1.70285714286,1.49714285714,5.52714285714,0.56,0.612857142857,0.11,0.75,0.00571428571429,5.64285714286,157.0,0.0,12.4,0.015625
15,1.11111111111,11.7777777778,1.225,1.7,0.25,0.175,0.0127777777778,1.56,1.45,3.775,0.34,0.46,0.15,0.495,0.0,7.68888888889,101.444444444,0.0,6.6,0.019
16,0.625,16.75,1.13,5.3,0.42,0.144,0.02775,2.894,0.754,1.818,0.74,0.768,0.168,0.674,0.342,4.1375,23.0,0.0,7.26666666667,0.0212222222222
17,1.28571428571,22.7142857143,3.80142857143,0.628571428571,0.471428571429,0.181428571429,0.0348571428571,3.08,1.44571428571,5.87142857143,0.847142857143,1.01428571429,0.16,0.652857142857,0.0157142857143,3.48571428571,26.7142857143,0.0,7.93333333333,0.01825
18,1.44444444444,23.5555555556,1.26142857143,2.65714285714,0.2,0.172857142857,0.0216666666667,1.48571428571,1.17142857143,4.81714285714,0.47,0.597142857143,0.16,0.921428571429,0.132857142857,2.97777777778,166.222222222,0.0,8.6,0.0111428571429
19,0.75,8.75,2.36142857143,1.41428571429,0.342857142857,0.13125,0.034625,1.09375,1.04375,2.60125,0.23375,0.395,0.445,0.655,0.01375,4.1625,158.125,0.0,7.23333333333,0.0267777777778
20,0.857142857143,24.5714285714,4.47,5.35,0.15,0.0414285714286,0.0145714285714,0.304285714286,0.695714285714,1.38142857143,0.122857142857,0.144285714286,0.135714285714,1.07,0.515714285714,4.37142857143,123.857142857,0.0,5.86666666667,0.024125
21,1.44444444444,26.7777777778,1.54,3.04285714286,0.285714285714,0.191428571429,0.0264444444444,1.26,0.855714285714,3.66142857143,0.344285714286,0.494285714286,0.375714285714,0.604285714286,0.0485714285714,3.38888888889,182.555555556,0.0,4.5,0.0261428571429
22,1.875,9.25,3.2325,1.275,0.4125,0.2325,0.014,1.3225,1.365,3.9675,0.4675,0.74,1.05625,0.70125,0.1475,4.1875,232.625,0.0,5.66666666667,0.0108888888889
23,0.285714285714,25.7142857143,1.73142857143,0.9,0.385714285714,0.247142857143,0.0154285714286,1.09857142857,1.12285714286,3.28428571429,0.372857142857,0.598571428571,0.391428571429,0.95,0.04,4.81428571429,151.0,0.0,6.83333333333,0.01725
24,0.333333333333,32.5555555556,1.72333333333,3.71666666667,0.233333333333,0.131666666667,0.021,1.51333333333,1.21666666667,3.47166666667,0.476666666667,0.585,0.353333333333,0.885,0.035,3.63333333333,105.222222222,0.0,8.0,0.0201428571429
25,0.666666666667,59.75,1.36857142857,2.14285714286,0.371428571429,0.131428571429,0.021875,1.23714285714,1.01714285714,2.86285714286,0.371428571429,0.455714285714,0.428571428571,1.19714285714,0.0285714285714,4.55,275.25,0.0,9.46666666667,0.03
26,0.714285714286,78.75,0.898571428571,1.31428571429,0.642857142857,0.558571428571,0.0132857142857,3.72714285714,2.35428571429,9.88571428571,1.17142857143,1.68857142857,0.487142857143,2.21285714286,0.0657142857143,4.98571428571,166.857142857,0.0,10.9333333333,0.015
27,0.888888888889,40.8888888889,1.87333333333,3.3,0.55,0.243333333333,0.024,1.77666666667,1.65833333333,4.525,0.655,0.786666666667,0.931666666667,1.18833333333,0.0683333333333,4.34444444444,162.111111111,0.0,12.4,0.014
28,1.625,15.625,2.90875,2.45,0.4,0.12,0.015,1.39875,0.88875,2.80375,0.425,0.53375,0.325,0.75,0.00375,4.9625,152.25,0.0,12.0,0.0153333333333
29,1.0,15.5714285714,1.71142857143,2.08571428571,0.457142857143,0.285714285714,0.0238571428571,3.06571428571,1.68714285714,5.25428571429,0.791428571429,0.952857142857,0.215714285714,1.50714285714,0.0185714285714,5.85714285714,259.714285714,0.0,11.6,0.01575
30,0.666666666667,25.6666666667,1.15,1.72857142857,0.628571428571,0.344285714286,0.0197777777778,3.9,1.77714285714,6.14,1.14142857143,1.47714285714,0.364285714286,1.19142857143,0.0214285714286,5.9,156.777777778,0.0,11.2,0.0282857142857
31,1.375,28.5,2.69,2.1875,0.825,0.41,0.014375,3.5475,2.295,8.5025,1.25125,1.53625,0.3525,1.025,0.075,5.65,104.875,0.0,11.1,0.00766666666667
32,1.71428571429,36.1428571429,1.42,2.3,0.571428571429,0.275714285714,0.0181428571429,1.92142857143,1.46428571429,4.71714285714,0.674285714286,0.932857142857,0.342857142857,1.67857142857,0.134285714286,4.54285714286,71.5714285714,0.0,11.0,0.0144285714286
33,0.888888888889,24.1111111111,2.51857142857,5.57142857143,0.385714285714,0.155714285714,0.0194285714286,1.06428571429,1.28285714286,2.94142857143,0.381428571429,0.455714285714,0.358571428571,1.74,0.267142857143,4.11111111111,161.777777778,0.0,10.9,0.0195714285714
34,0.666666666667,17.625,1.45125,7.6125,0.5625,0.29,0.015625,1.8325,1.7425,4.67875,0.5725,0.7575,0.28625,1.26,0.3125,6.2125,104.75,0.0,11.2666666667,0.019
35,0.857142857143,15.0,2.95857142857,3.71428571429,0.457142857143,0.161428571429,0.019,2.10857142857,1.13285714286,4.16285714286,0.48,0.575714285714,0.44,0.931428571429,0.128571428571,9.65714285714,214.714285714,0.0,11.6333333333,0.011875
36,0.888888888889,20.7777777778,3.97714285714,3.67142857143,0.457142857143,0.287142857143,0.0212222222222,2.88857142857,2.02,6.98428571429,0.754285714286,1.01428571429,0.188571428571,1.31142857143,0.0414285714286,3.21111111111,167.333333333,0.0,12.0,0.0257142857143
37,2.625,21.625,2.32875,2.0875,0.5625,0.185,0.01825,1.52875,1.38875,4.35,0.45125,0.6125,0.33,0.97625,0.1875,4.025,141.125,0.0,15.1333333333,0.016
38,0.571428571429,40.7142857143,1.85714285714,1.42857142857,0.528571428571,0.228571428571,0.0111428571429,2.30714285714,1.94428571429,6.79,0.704285714286,0.82,0.398571428571,1.37142857143,0.175714285714,8.22857142857,135.857142857,0.0,18.2666666667,0.025125
39,1.0,28.5555555556,1.76714285714,7.07142857143,0.7,0.328571428571,0.0267777777778,1.4,1.64428571429,4.95714285714,0.448571428571,0.585714285714,0.53,1.22428571429,0.397142857143,6.22222222222,117.888888889,0.0,21.4,0.0124285714286
40,0.2,33.75,1.47375,2.8125,0.4375,0.14875,0.024125,1.14625,0.99625,2.50125,0.385,0.445,0.49625,1.00125,0.0075,5.075,145.25,0.0,20.5333333333,0.0126666666667
41,1.0,35.0,0.865714285714,1.32857142857,0.642857142857,0.164285714286,0.0261428571429,2.57714285714,1.71714285714,4.53714285714,0.767142857143,0.802857142857,1.02,0.59,0.05,5.04285714286,151.428571429,0.0,19.6666666667,0.014
42,1.0,47.3333333333,0.78875,3.825,0.475,0.1875,0.0108888888889,2.69875,1.10625,3.8775,0.81625,1.0025,0.24625,0.88,0.07875,2.85555555556,175.0,0.0,18.8,0.0137142857143
43,0.75,13.875,1.075,2.0875,0.4875,0.27125,0.01725,1.69125,1.31625,6.49875,0.58875,0.82125,0.24,0.5375,0.1625,3.55,184.0,0.0,17.5333333333,0.0178888888889
44,0.714285714286,41.2857142857,0.787142857143,1.77142857143,0.628571428571,0.27,0.0201428571429,2.31285714286,1.97285714286,6.04857142857,0.71,0.754285714286,0.201428571429,1.07,0.105714285714,3.32857142857,285.428571429,0.0,16.2666666667,0.011875
45,1.33333333333,26.7777777778,1.83125,4.0375,0.5875,0.20625,0.03,2.0975,1.44625,6.43,0.6675,0.8125,0.23,0.79,0.0075,2.26666666667,171.555555556,0.0,15.0,0.0161428571429
46,0.333333333333,27.75,0.64875,2.725,0.625,0.32125,0.015,2.60125,1.94875,7.09875,0.665,1.13375,0.5075,1.1425,0.0225,6.4125,163.375,0.0,16.7,0.0138571428571
47,0.714285714286,73.75,0.625714285714,4.0,0.328571428571,0.104285714286,0.014,0.867142857143,0.802857142857,2.18285714286,0.217142857143,0.284285714286,0.28,0.73,0.0771428571429,5.5,107.0,0.0,18.4,0.01825
48,1.55555555556,34.8888888889,1.3175,2.6625,0.45,0.1525,0.0153333333333,1.29875,1.39625,3.50625,0.38,0.6025,0.4775,1.2825,0.025,8.74444444444,168.444444444,0.0,20.1,0.022
49,1.0,20.375,0.9375,5.4875,0.3125,0.16625,0.01575,1.06125,0.995,4.785,0.28,0.39375,1.21625,0.84625,0.06125,3.7875,135.875,0.0,15.6666666667,0.0226666666667
50,2.14285714286,25.7142857143,1.51571428571,2.8,0.5,0.171428571429,0.0282857142857,1.3,1.35428571429,4.54428571429,0.375714285714,0.474285714286,0.462857142857,0.885714285714,0.00714285714286,5.34285714286,173.714285714,0.0,11.2333333333,0.012125
51,0.555555555556,22.6666666667,1.2025,2.15,0.7625,0.3325,0.00766666666667,2.97125,2.0975,6.77875,1.00375,1.30875,0.76625,1.05375,0.0225,7.64444444444,142.111111111,0.0,6.8,0.0228571428571
52,1.14285714286,20.7142857143,0.53625,3.475,0.3625,0.21,0.0144285714286,1.55875,1.06125,3.08125,0.3825,0.5075,0.37625,1.12875,0.0825,4.32857142857,82.7142857143,0.0,7.86666666667,0.0206666666667
53,1.0,22.8571428571,0.662857142857,3.62857142857,0.728571428571,0.27,0.0195714285714,3.08285714286,1.83714285714,6.13,0.96,1.23571428571,1.30857142857,1.53142857143,0.0757142857143,1.48571428571,117.571428571,0.0,8.93333333333,0.00475
54,0.777777777778,23.6666666667,0.998571428571,2.87142857143,0.885714285714,0.451428571429,0.019,3.91428571429,2.52714285714,10.2057142857,1.34142857143,1.69714285714,0.734285714286,2.39285714286,0.09,3.52222222222,179.666666667,0.0,10.0,0.013
55,1.0,22.875,0.7875,3.925,0.7875,0.41,0.011875,3.255,2.37375,8.03125,1.08625,1.4075,0.32875,1.1275,0.03875,3.0375,196.875,0.0,10.6,0.015
56,0.714285714286,20.5,1.184,3.88,0.52,0.33,0.0257142857143,4.684,1.506,7.616,1.25,1.752,0.392,0.902,0.126,11.2142857143,149.0,0.0,11.2,0.016875
57,0.555555555556,21.4444444444,1.09666666667,2.2,0.6,0.366666666667,0.016,1.91,1.66333333333,8.41833333333,0.615,0.943333333333,0.53,1.53166666667,0.0383333333333,4.36666666667,161.222222222,0.0,11.8,0.0254285714286
58,1.375,22.8571428571,1.60375,1.975,0.5125,0.37125,0.025125,4.39875,2.08125,9.2725,1.31,1.4575,0.3875,1.8425,0.63375,2.8,102.375,0.0,11.7,0.0196666666667
59,1.85714285714,14.7142857143,2.43142857143,2.45714285714,1.72857142857,0.972857142857,0.0124285714286,8.50285714286,4.58142857143,21.6985714286,2.58,3.20285714286,0.961428571429,1.01857142857,0.267142857143,3.84285714286,170.142857143,0.0,11.6,0.0164
60,0.777777777778,25.7777777778,2.98142857143,2.37142857143,0.771428571429,0.371428571429,0.0126666666667,3.19142857143,1.90714285714,8.23428571429,0.968571428571,1.23571428571,0.45,1.63571428571,0.0414285714286,3.57777777778,124.777777778,0.0,11.5,0.0114
61,1.75,12.5,3.11875,3.4125,0.5625,0.30875,0.014,2.4475,1.85125,5.10625,0.78625,0.88625,0.64,2.53375,0.01875,3.7875,85.625,0.0,11.7,0.0151111111111
62,1.14285714286,16.6666666667,2.02285714286,6.05714285714,0.828571428571,0.572857142857,0.0137142857143,3.74142857143,2.31428571429,9.19571428571,1.13142857143,1.37714285714,0.405714285714,1.87714285714,0.142857142857,3.7,118.857142857,0.0,11.9,0.022
63,1.0,17.6666666667,1.52714285714,5.15714285714,0.685714285714,0.324285714286,0.0178888888889,3.94428571429,1.97142857143,6.35857142857,1.23,1.34571428571,0.637142857143,1.30857142857,0.01,6.48888888889,126.777777778,0.0,12.1,0.026
64,1.75,45.625,2.06875,3.05,0.675,0.4175,0.011875,10.135,2.11,11.55375,2.75625,3.11,0.48,0.8275,0.01,7.4375,193.25,0.0,11.7,0.0211111111111
65,1.85714285714,38.0,1.21571428571,1.4,0.8,0.438571428571,0.0161428571429,2.98714285714,2.22285714286,8.70571428571,1.06,1.14428571429,0.421428571429,1.56714285714,0.174285714286,4.65714285714,161.571428571,0.0,11.3,0.0285
66,0.888888888889,28.2222222222,2.25,4.33333333333,0.583333333333,0.291666666667,0.0138571428571,1.54333333333,2.46166666667,4.57,0.573333333333,0.631666666667,0.553333333333,1.39666666667,0.02,5.91111111111,143.777777778,0.0,10.9,0.0221428571429
67,1.33333333333,37.5,2.675,3.2875,0.9875,0.64375,0.01825,6.155,2.9775,14.77875,1.865,2.20625,0.405,1.5825,0.01375,6.975,306.25,0.0,12.0333333333,0.0202857142857
68,1.71428571429,10.25,1.55285714286,3.62857142857,0.642857142857,0.404285714286,0.022,2.79571428571,1.70142857143,8.60285714286,0.88,1.03,0.568571428571,0.895714285714,0.124285714286,3.65714285714,123.0,0.0,13.1666666667,0.020125
69,0.888888888889,10.5555555556,2.04571428571,1.54285714286,0.685714285714,0.374285714286,0.0226666666667,6.71857142857,1.97142857143,8.26857142857,1.90857142857,2.13285714286,0.33,1.53,0.0,3.55555555556,179.888888889,0.0,14.3,0.015
70,0.75,14.375,1.7225,2.3375,0.5875,0.325,0.012125,3.63375,1.3775,5.85375,1.05125,1.1525,0.37125,1.03,0.0,3.975,200.375,0.0,12.2333333333,0.0175555555556
71,0.428571428571,23.4285714286,1.01428571429,5.74285714286,0.657142857143,0.278571428571,0.0228571428571,3.29,1.69857142857,6.58,0.967142857143,1.15714285714,0.325714285714,1.13,0.0214285714286,3.24285714286,154.0,0.0,10.1666666667,0.0255714285714
72,1.0,14.3333333333,0.735,1.55,0.3,0.07,0.0206666666667,1.0,0.745,2.645,0.495,0.33,0.19,0.035,0.03,2.48888888889,174.333333333,0.0,8.1,0.018
73,0.625,48.625,0.878857142858,1.70285714286,0.4,0.155428571429,0.00475,1.35685714286,0.964,4.05457142857,0.609428571428,0.517714285714,0.25,0.383714285714,0.0408571428571,3.6375,74.875,0.0,8.86666666667,0.0186666666667
74,1.14285714286,30.2857142857,1.02271428572,1.85571428572,0.5,0.240857142857,0.013,1.71371428572,1.183,5.46414285714,0.723857142856,0.705428571428,0.31,0.732428571428,0.0517142857143,4.51428571429,188.571428571,0.0,9.63333333333,0.02125
75,0.555555555556,70.2222222222,1.16657142857,2.00857142857,0.6,0.326285714286,0.015,2.07057142857,1.402,6.87371428572,0.838285714284,0.893142857142,0.37,1.08114285714,0.0625714285714,6.57777777778,242.111111111,0.0,10.4,0.0142857142857
76,0.833333333333,31.625,1.31042857143,2.16142857143,0.7,0.411714285714,0.016875,2.42742857143,1.621,8.28328571429,0.952714285712,1.08085714286,0.43,1.42985714286,0.0734285714286,5.4125,129.625,0.0,10.1,0.0211428571429
77,1.42857142857,10.25,1.45428571429,2.31428571429,0.8,0.497142857143,0.0254285714286,2.78428571429,1.84,9.69285714286,1.06714285714,1.26857142857,0.49,1.77857142857,0.0842857142857,6.44285714286,126.714285714,0.0,9.8,0.019875
78,1.66666666667,72.8888888889,1.10285714286,7.6,0.685714285714,0.474285714286,0.0196666666667,5.20571428571,2.17,10.5471428571,1.48571428571,1.79428571429,0.437142857143,1.13142857143,0.0271428571429,3.25714285714,273.714285714,0.0,9.5,0.0202857142857
79,0.75,12.0,1.28142857143,3.22857142857,0.642857142857,0.517142857143,0.0164,4.11428571429,1.87142857143,10.44,1.34857142857,1.61714285714,0.564285714286,1.38428571429,0.117142857143,3.45,43.5,0.0,10.0666666667,0.0197777777778
80,0.857142857143,20.0,1.51333333333,3.64285714286,0.671428571428,0.420952380952,0.0114,4.11857142857,1.86047619048,8.84380952381,1.30428571428,1.50952380952,0.505238095238,1.32476190476,0.0828571428572,4.0,48.5,0.0,10.6333333333,0.016
81,0.888888888889,21.1428571429,1.74523809524,4.05714285714,0.7,0.324761904762,0.0151111111111,4.12285714286,1.84952380952,7.24761904762,1.26,1.40190476191,0.446190476191,1.26523809524,0.0485714285715,4.91142857143,49.7428571429,0.0,11.2,0.0127142857143
82,0.625,38.125,1.97714285714,4.47142857143,0.728571428571,0.228571428571,0.022,4.12714285714,1.83857142857,5.65142857143,1.21571428571,1.29428571429,0.387142857143,1.20571428571,0.0142857142857,5.82285714286,50.9857142857,0.0,13.8,0.0205555555556
83,3.0,15.4285714286,1.972,1.52,0.38,0.16,0.026,1.488,1.064,4.206,0.452,0.568,0.6,1.084,0.0,6.73428571428,52.2285714286,0.0,16.4,0.02125
84,0.777777777778,36.3333333333,1.53142857143,3.74285714286,0.714285714286,0.25,0.0211111111111,5.76857142857,1.92285714286,6.17285714286,1.56857142857,1.83857142857,0.458571428571,1.20571428571,0.00571428571429,7.64571428571,53.4714285714,0.0,19.0,0.0148571428571
85,1.375,41.375,1.24125,4.0625,0.6375,0.18125,0.0285,1.665,1.47125,3.62375,0.54375,0.6475,0.65375,1.63625,0.11875,8.55714285714,54.7142857143,0.0,21.6,0.0161111111111
86,0.428571428571,41.2857142857,1.01,7.02857142857,0.557142857143,0.458571428571,0.0221428571429,3.01,1.94428571429,7.46428571429,0.935714285714,1.16571428571,0.274285714286,1.05714285714,0.172857142857,2.74285714286,117.857142857,0.0,24.2,0.025125
87,0.777777777778,10.3333333333,1.98833333333,1.55,0.483333333333,0.246666666667,0.0202857142857,2.57833333333,1.81833333333,5.49666666667,0.756666666667,1.05333333333,0.615,1.32,0.0566666666667,6.9,208.333333333,0.0,26.8,0.0268571428571
88,1.16666666667,36.5,0.91,1.85,0.8,0.505,0.020125,10.36,2.165,8.5,2.87,2.9575,0.5225,0.7,0.07,8.975,104.75,0.0,29.4,0.0184285714286
89,0.285714285714,10.75,0.95268115942,1.88913043478,0.794927536232,0.500217391304,0.015,10.1185507246,2.16746376812,8.46985507246,2.80369565217,2.89514492754,0.518043478261,0.761376811594,0.076231884058,2.78571428571,126.571428571,0.0,32.0,0.00775
90,1.0,21.6666666667,0.995362318841,1.92826086957,0.789855072464,0.495434782609,0.0175555555556,9.87710144928,2.16992753623,8.43971014493,2.73739130435,2.83278985507,0.513586956522,0.822753623189,0.0824637681159,7.41111111111,138.111111111,0.0,34.6,0.0142857142857
