,44201_0069,45201_0069,61103_0069,88101_0050,43206_0069,42603_0069,42603_0087,44201_0087,42603_0075,45220_0069,target_t+3,target_t+0
0,0.167701870203,0.0412256829441,0.455223858356,0.204659625888,0.0393700748682,0.304081618786,0.0307966433465,0.504273533821,0.0842572003603,0.0228898432106,0.033,0.027
1,0.279503107071,0.0338675528765,0.134328365326,0.206018537283,0.0874890610576,0.108163259923,0.0269788764417,0.273504287004,0.248337030411,0.0185979958624,0.031,0.045
2,0.173913046718,0.0146154621616,0.406716406345,0.186885148287,0.0638670101762,0.0265306103975,0.0511580593884,0.39316239953,0.144124165177,0.320457816124,0.049,0.028
3,0.204968944192,0.0577562749386,0.481343269348,0.167751759291,0.0717410296202,0.167346924543,0.0188343096524,0.307692289352,0.383592009544,0.195994287729,0.046,0.033
4,0.192546576262,0.0140106836334,0.223880618811,0.112847238779,0.304461956024,0.0857142806053,0.0509035401046,0.324786305428,0.0931263789535,0.0278969947249,0.02,0.031
5,0.304347813129,0.0461646988988,0.160447746515,0.116319462657,0.00874890573323,0.0959183648229,0.0206159353256,0.264957249165,0.328159660101,0.10658083111,0.028,0.049
6,0.285714298487,0.02046164684,0.134328365326,0.152343764901,0.102362200618,0.220408156514,0.0101807080209,0.333333343267,0.301552116871,0.043633762747,0.027,0.046
7,0.124223604798,0.0161274056882,0.391791045666,0.153049051762,0.0201224852353,0.153061211109,0.012471367605,0.324786305428,0.0443458966911,0.0,0.023,0.02
8,0.173913046718,0.0354802943766,0.235074609518,0.137315556407,0.0533683225513,0.269387751818,0.0475948117673,0.39316239953,0.046563193202,0.0135908443481,0.04,0.028
9,0.167701870203,0.0235863309354,0.294776111841,0.121310770512,0.0638670101762,0.118367344141,0.0460677035153,0.367521375418,0.11086474359,0.0221745353192,0.036,0.027
10,0.142857149243,0.0343715362251,0.309701502323,0.121021434665,0.00962379667908,0.155102029443,0.0394502431154,0.35897436738,0.0864745005965,0.0107296146452,0.044,0.023
11,0.248447209597,0.0229815542698,0.466417908669,0.120732083917,0.111985988915,0.173469379544,0.0333418212831,0.316239327192,0.281596451998,0.0379112996161,0.036,0.04
12,0.223602473736,0.0161274056882,0.384328365326,0.118071064353,0.244969367981,0.263265281916,0.044795114547,0.273504287004,0.0709534361959,0.0822603702545,0.024,0.036
13,0.273291915655,0.0509021282196,0.231343269348,0.110156267881,0.0148731386289,0.308163255453,0.00636294251308,0.247863233089,0.0310421288013,0.128755360842,0.041,0.044
