Index,1_WD_COS,1_WD_SIN,1_NO,1_NH3,1_SO2,1_FOR,1_NO2,1_BEN,1_TOL,1_pXY,1_mXY,1_123TMB,1_oXY,1_ETB,1_STY,1_CO2,1_CH4,1_H2S,1_CO,1_WS,1_TEMP,1_ATP,1_SR,1_o3ppb,8hro3ppb
12612,0.686,-0.728,2.000,3.800,14.900,3.400,4.100,1.000,4.000,2.200,3.800,11.100,4.000,33.100,7.100,887.700,1.700,1.800,0.200,4.900,35.100,100.600,764.400,43.930,37.373
12613,0.667,-0.745,2.000,2.400,13.200,5.900,6.100,1.700,3.000,2.700,2.400,7.300,4.200,38.200,6.800,863.900,1.500,2.000,0.200,5.200,35.600,100.500,700.800,44.730,38.495
12614,0.602,-0.799,5.300,3.500,61.600,2.400,10.800,1.500,2.500,2.900,2.800,17.200,3.900,36.600,19.100,909.900,1.500,3.000,0.200,4.900,35.900,100.400,565.000,41.680,39.339
12615,0.339,-0.941,2.300,1.600,36.500,2.100,11.200,0.600,1.800,3.200,2.700,8.500,2.400,30.300,12.200,940.800,1.500,3.900,0.200,4.600,36.000,100.400,406.300,42.380,40.461
12616,0.483,-0.875,2.900,3.600,66.300,1.400,19.300,1.300,2.900,2.900,4.600,20.600,4.700,21.300,15.500,907.900,1.500,3.500,0.300,4.000,35.700,100.300,241.900,38.390,42.544
12617,0.172,-0.985,1.600,1.700,3.200,2.700,17.600,1.800,2.800,3.100,4.400,12.500,3.100,19.000,7.900,776.500,1.500,3.700,0.300,4.500,35.400,100.300,94.100,40.640,42.690
12618,0.033,-0.999,4.300,3.300,2.500,2.900,32.800,1.300,2.600,3.200,4.200,12.700,1.600,12.800,5.700,811.700,1.500,2.100,0.300,3.600,34.700,100.400,9.000,31.960,40.964
12619,0.127,-0.992,7.300,4.700,3.500,5.100,67.200,1.700,4.800,3.900,6.100,12.900,1.000,3.000,3.700,1041.200,1.400,1.500,0.500,2.600,34.100,100.400,1.300,19.710,37.928
12620,0.960,-0.281,17.000,7.100,6.400,5.200,65.500,1.900,2.500,3.500,4.100,13.400,1.000,13.900,5.600,978.900,1.500,3.200,0.500,2.800,32.800,100.500,1.300,20.080,34.946
12621,1.000,-0.024,23.000,5.300,15.800,10.000,98.500,1.700,6.600,2.000,7.100,18.200,2.100,14.300,5.000,1126.800,1.600,3.700,0.800,2.000,31.900,100.500,1.300,7.620,30.308
12622,0.996,-0.089,19.200,15.900,8.100,8.600,93.500,1.600,5.700,2.100,6.500,16.400,1.500,17.700,1.800,925.000,1.500,3.200,0.800,2.100,31.400,100.500,1.300,9.130,26.239
12623,0.561,-0.828,32.400,33.000,6.400,9.000,88.400,1.900,10.600,3.000,6.800,17.700,0.700,18.300,1.300,917.800,1.800,7.000,0.800,1.000,30.400,100.500,1.300,5.650,21.648
12624,0.741,-0.672,93.500,29.900,14.400,12.400,91.000,2.600,12.600,2.400,8.800,20.600,3.600,13.100,3.400,942.500,1.500,8.300,1.200,0.800,30.100,100.500,1.400,5.380,17.521
12625,0.810,-0.586,130.800,27.900,20.700,12.800,85.700,3.400,13.700,2.100,8.100,25.100,6.100,17.000,2.000,1197.000,1.500,7.600,1.400,0.900,29.200,100.400,1.400,6.930,13.308
12626,0.937,-0.349,7.600,14.900,4.200,6.200,58.500,1.100,1.200,1.200,5.100,14.100,3.500,6.500,2.500,872.800,1.500,4.700,0.400,1.400,28.100,100.400,1.300,8.830,10.416
12627,0.137,-0.991,13.800,24.500,5.200,3.900,53.700,0.800,2.600,1.900,5.600,18.300,2.600,1.700,1.900,866.500,1.700,8.400,0.500,0.400,27.200,100.400,1.300,8.030,8.956
12628,-0.649,-0.760,163.900,22.700,11.300,7.100,69.900,2.300,8.700,2.600,6.000,15.700,2.800,12.300,4.200,1114.500,1.600,7.800,1.000,0.900,26.800,100.500,1.800,6.100,7.209
12629,-0.933,-0.360,451.700,17.900,20.600,9.500,77.800,4.700,24.200,5.500,12.200,18.300,5.800,38.600,5.400,973.000,1.700,10.000,2.200,1.200,25.800,100.500,48.700,8.390,7.305
12630,-0.803,-0.596,184.700,11.600,12.500,9.700,71.300,3.400,11.500,2.900,8.400,19.100,4.000,17.400,2.900,1000.100,1.600,8.700,1.400,2.000,26.900,100.600,210.700,7.690,7.125
12631,0.167,-0.986,72.300,10.200,7.900,11.800,74.700,3.800,5.000,2.000,7.700,19.700,2.300,21.600,3.600,932.500,1.500,3.400,1.000,1.500,28.900,100.700,330.400,14.390,8.218
12632,0.252,-0.968,42.800,18.300,29.900,10.400,68.200,2.600,6.300,3.900,7.200,18.200,5.600,27.400,7.600,1026.000,1.500,1.500,0.800,1.100,31.200,100.700,533.100,24.750,10.639
12633,0.693,-0.721,23.600,10.900,33.000,18.900,46.700,2.100,7.700,4.400,8.000,21.600,5.900,98.600,14.500,1114.400,1.700,0.600,0.500,4.100,31.800,100.700,553.900,38.800,14.623
12634,0.766,-0.643,3.600,6.300,4.900,20.300,16.000,2.200,2.600,9.300,6.200,36.300,6.200,146.400,3.700,1022.400,1.600,0.100,0.400,5.900,31.700,100.700,530.500,44.970,19.140
12635,0.834,-0.552,21.500,4.900,4.900,1.500,11.500,1.500,4.200,3.600,3.000,5.900,1.400,31.600,8.400,1068.800,1.400,1.300,0.400,5.800,32.700,100.600,618.800,46.110,23.900
12636,0.950,-0.312,18.100,2.800,4.500,4.600,23.600,2.300,4.700,3.200,3.100,7.700,1.900,50.200,8.700,1002.300,1.400,2.200,0.400,5.800,33.800,100.600,721.400,50.080,29.398
12637,0.980,-0.201,15.200,2.400,6.100,12.200,30.000,2.000,6.200,2.500,4.900,10.300,4.700,57.200,9.700,919.700,1.400,1.600,0.400,5.800,34.000,100.500,562.500,51.010,34.725
12638,0.990,0.143,12.000,14.400,8.900,4.900,30.500,1.900,6.300,6.100,3.100,6.300,3.800,66.200,12.000,911.100,1.500,1.200,0.400,4.800,34.400,100.500,557.700,61.940,41.506
12639,0.895,0.446,7.700,6.400,11.000,3.000,25.600,2.800,7.000,8.400,3.100,2.700,1.900,67.400,14.900,834.700,1.500,1.300,0.300,4.100,34.300,100.500,399.600,67.640,48.163
12640,0.971,0.240,13.000,4.800,8.000,3.400,41.100,2.000,5.300,5.600,2.300,7.500,1.800,45.500,10.900,727.700,1.500,1.800,0.400,4.900,33.300,100.500,248.100,45.880,50.804
12641,1.000,-0.023,8.900,3.600,12.500,5.000,48.300,1.600,9.000,5.500,3.200,8.300,2.300,32.100,11.500,915.000,1.500,2.600,0.500,4.900,32.400,100.500,92.400,42.430,51.258
12642,0.999,0.049,14.500,5.200,7.800,6.000,52.800,1.800,10.400,4.800,6.400,7.700,2.100,22.300,7.800,1019.800,1.400,2.400,0.500,4.000,31.700,100.500,8.100,32.250,49.668
12643,0.846,0.533,13.000,7.100,10.200,7.600,76.200,1.700,5.200,3.300,5.400,18.500,3.400,19.700,4.800,951.000,1.400,1.600,0.600,2.600,31.100,100.500,1.300,23.800,46.879
12644,0.915,0.404,27.200,7.300,11.700,10.300,95.400,1.800,8.200,1.800,5.900,18.300,1.700,16.700,3.000,1002.100,1.500,1.900,0.800,2.400,30.800,100.500,1.300,13.560,42.314
12645,0.869,0.494,6.500,7.300,6.300,7.100,82.800,1.600,3.300,1.600,6.400,16.700,3.200,2.200,2.800,1154.600,1.500,2.500,0.700,2.500,30.600,100.500,1.300,16.480,37.998
12646,0.916,0.400,16.800,6.300,9.000,8.300,91.300,1.400,4.000,1.400,5.400,16.700,1.200,10.600,3.400,969.600,1.500,2.300,0.700,1.300,30.400,100.600,1.300,12.120,31.770
12647,-0.641,-0.767,38.600,6.400,10.200,12.500,100.600,1.900,5.000,0.900,5.000,17.700,3.200,3.600,2.700,930.000,1.600,2.400,0.900,1.000,29.600,100.600,1.300,6.200,24.090
12648,-0.965,0.261,17.300,6.500,8.200,8.100,97.600,1.500,6.500,1.700,5.100,14.600,1.500,6.100,3.100,866.200,1.600,2.800,0.600,1.700,29.100,100.600,1.300,9.620,19.558
12649,-0.953,0.302,10.400,7.200,16.400,9.600,77.700,2.000,4.300,2.000,6.200,14.900,2.300,20.100,5.800,1003.900,2.600,4.000,0.500,2.000,28.000,100.600,1.300,14.720,16.094
12650,-0.612,-0.791,7.300,4.500,11.900,10.400,73.900,2.300,6.000,1.500,4.900,17.200,1.800,15.600,5.500,1233.200,1.800,3.600,0.500,1.000,26.900,100.500,1.300,16.490,14.124
12651,0.091,-0.996,25.000,9.100,12.000,15.000,93.600,1.700,6.600,0.900,5.400,20.600,3.500,15.000,4.400,968.800,1.900,3.300,0.600,1.500,26.600,100.600,1.400,7.020,12.026
12652,0.888,-0.460,5.200,35.100,7.800,5.600,37.900,0.400,1.900,1.300,3.800,15.500,1.800,7.300,3.600,1013.300,1.600,4.200,0.400,2.000,25.800,100.600,1.900,16.000,12.331
12653,0.994,-0.106,37.800,60.400,15.400,7.500,73.100,1.000,4.000,1.500,6.900,18.700,1.400,17.900,3.900,963.600,1.500,10.400,0.400,1.100,26.200,100.600,37.500,6.700,11.109
12654,0.677,0.736,78.900,45.900,17.100,9.000,84.600,2.700,11.000,3.500,7.800,20.500,3.400,11.900,6.000,1004.300,1.700,6.300,0.800,0.800,27.700,100.700,141.700,8.170,10.615
12655,0.846,0.533,130.800,36.800,19.800,15.300,111.000,4.800,12.900,3.400,9.200,22.100,4.800,28.300,7.500,1058.100,1.500,4.500,1.500,1.400,29.300,100.700,263.500,10.660,11.173
12656,0.196,0.981,61.300,20.600,13.300,18.600,97.200,3.600,8.600,2.400,7.400,13.800,4.700,32.700,4.900,1101.700,1.600,3.700,1.000,1.700,30.900,100.700,415.700,19.870,12.454
12657,0.108,0.994,29.400,12.500,12.700,13.400,68.200,3.300,6.900,2.700,5.400,11.400,3.300,45.000,8.900,923.600,1.500,2.500,0.700,2.700,31.400,100.700,649.400,35.610,15.065
12658,-0.068,0.998,15.300,9.100,13.200,14.800,45.700,2.600,5.300,3.100,4.500,7.700,6.100,68.100,10.500,1023.400,1.500,2.000,0.600,3.800,32.200,100.700,744.200,50.240,19.284
12659,-0.132,0.991,10.100,6.400,19.200,8.400,29.200,2.300,4.800,5.000,3.400,7.300,2.700,69.500,14.800,836.100,1.700,1.600,0.500,4.900,33.100,100.700,532.700,56.450,25.463
12660,-0.073,0.997,14.200,4.400,33.600,9.600,40.700,2.500,5.200,4.800,2.800,7.500,3.200,64.300,16.600,910.200,1.600,2.400,0.600,5.200,33.500,100.600,382.700,54.360,30.258
12661,-0.031,1.000,12.000,2.200,21.300,10.600,39.900,2.600,6.100,4.500,3.700,8.300,3.200,64.700,14.000,774.700,1.800,2.900,0.700,5.500,32.800,100.500,90.500,45.700,35.133
12662,-0.019,1.000,7.900,4.000,15.200,7.700,40.100,2.600,4.900,3.900,2.500,6.200,2.900,43.200,10.700,803.200,1.500,3.200,0.600,6.000,31.900,100.500,38.100,47.460,40.044
12663,0.003,1.000,15.900,2.900,18.000,7.900,43.800,2.100,4.800,3.000,4.800,11.000,3.000,31.300,9.800,1005.900,1.500,3.300,0.600,5.900,31.500,100.400,33.500,44.870,44.320
12664,-0.066,0.998,13.600,1.800,19.400,6.200,51.600,2.000,5.800,3.600,4.200,9.700,2.200,24.700,8.600,949.300,1.600,3.200,0.600,5.900,31.700,100.300,43.000,46.890,47.698
12665,-0.244,0.970,16.200,4.100,16.800,7.400,56.600,1.700,7.400,3.800,3.700,12.000,4.200,21.500,9.500,837.300,1.500,2.800,0.700,4.400,31.400,100.400,83.900,33.140,47.389
12666,-0.092,0.996,12.500,5.500,12.700,11.800,79.200,1.600,6.800,2.300,4.300,15.800,3.800,24.800,5.400,956.200,1.400,2.500,0.700,3.100,31.000,100.400,9.200,26.120,44.374
12667,-0.232,0.973,17.400,6.100,13.400,9.100,88.900,2.400,13.100,2.700,7.100,18.500,3.300,19.700,6.700,1069.300,1.500,2.200,0.800,2.400,30.300,100.400,1.300,15.490,39.254
12668,-0.610,0.792,18.300,9.200,59.200,11.300,106.200,2.300,17.700,4.400,8.900,22.900,3.100,38.200,13.900,1155.200,1.700,2.200,0.800,2.900,29.600,100.500,1.300,10.120,33.724
12669,-0.794,0.607,10.700,5.200,28.600,8.900,64.700,1.900,7.200,3.400,4.200,14.300,2.600,20.700,8.100,1127.300,1.500,3.000,0.700,3.400,29.100,100.500,1.300,20.100,30.524
12670,-0.864,0.503,20.300,3.700,20.700,6.800,76.500,2.000,5.800,2.500,5.500,16.500,2.600,18.900,8.300,1240.700,1.800,2.000,0.700,1.700,28.400,100.500,1.300,15.070,26.475
12671,-0.871,-0.491,86.200,3.100,20.200,14.200,100.900,2.800,6.500,0.900,6.500,22.100,2.800,10.200,5.100,1088.600,2.000,2.400,1.200,0.700,27.700,100.500,1.300,5.800,21.591
12672,-0.640,-0.768,86.800,6.200,18.200,17.100,100.500,1.600,7.500,1.300,5.000,19.200,3.600,28.800,4.700,1004.700,1.800,3.100,0.800,0.600,27.700,100.400,1.300,5.760,16.450
12673,-0.603,-0.798,97.500,5.400,23.800,14.600,92.100,2.500,10.900,1.400,6.200,20.600,3.800,29.300,4.800,979.100,1.600,3.200,1.100,0.800,27.300,100.400,1.300,5.960,13.053
12674,-0.837,-0.548,164.700,6.800,19.700,9.400,85.800,1.900,11.400,1.400,6.200,19.900,2.300,18.400,5.400,1064.900,1.700,4.200,1.100,1.400,25.800,100.400,1.300,5.770,10.509
12675,0.870,0.492,72.300,6.100,17.500,8.700,82.500,1.400,4.000,1.500,6.700,22.000,2.200,10.100,7.000,984.300,1.700,4.500,0.800,0.800,26.500,100.400,1.300,5.430,9.251
12676,0.948,-0.319,44.300,6.200,21.400,7.800,80.300,1.500,8.100,1.900,6.300,21.200,2.700,10.700,11.000,794.800,1.700,4.500,0.600,0.900,27.100,100.400,1.600,5.640,8.691
12677,0.384,-0.923,27.900,6.100,19.500,8.600,58.800,1.700,6.800,2.300,6.000,19.500,2.000,21.600,11.200,1045.500,1.700,6.100,0.600,2.600,26.300,100.500,20.600,14.650,8.010
12678,0.614,-0.789,2.500,3.700,14.600,5.800,18.600,1.900,2.400,2.000,2.600,12.900,2.400,35.700,11.000,1045.800,1.300,4.600,0.300,4.600,24.300,100.600,65.800,25.540,9.319
12679,0.676,-0.737,1.800,4.300,18.700,5.900,23.300,2.000,2.400,1.700,3.700,9.200,1.800,31.500,11.000,955.800,1.400,2.800,0.300,5.500,24.200,100.700,156.700,25.820,11.821
12680,0.725,-0.688,4.600,3.200,15.000,6.600,12.200,1.400,2.100,1.400,2.300,7.700,3.700,35.700,8.400,932.600,1.500,3.200,0.300,6.000,24.600,100.700,207.900,34.760,15.446
12681,0.653,-0.757,10.200,2.900,24.000,6.900,17.400,1.100,1.700,1.900,3.300,15.000,3.200,27.700,7.200,1007.600,1.500,3.100,0.300,4.700,24.700,100.800,323.600,33.300,18.864
12682,0.850,-0.527,15.200,3.500,26.500,9.200,15.600,0.900,3.900,2.900,4.300,12.600,2.800,45.500,7.700,967.700,1.500,3.600,0.400,4.000,27.100,100.800,762.600,44.870,23.751
12683,0.703,-0.711,8.100,0.100,21.100,10.100,9.900,1.900,3.500,2.600,3.200,9.900,3.800,65.200,10.600,950.900,1.500,3.400,0.300,5.000,29.000,100.700,782.800,53.870,29.806
12684,0.645,-0.764,7.200,1.500,14.100,8.900,7.100,1.300,4.600,2.800,1.300,5.100,5.800,63.400,11.100,941.900,1.600,2.600,0.200,5.200,30.300,100.700,766.200,54.420,35.904
12685,0.731,-0.682,1.400,4.500,10.400,3.100,9.200,1.500,5.000,3.900,2.700,5.500,3.100,51.600,11.100,1043.900,1.400,1.900,0.200,4.800,31.300,100.700,717.500,56.430,41.126
12686,0.729,-0.685,4.000,4.100,7.400,3.000,9.000,1.700,5.500,4.700,2.900,4.900,3.200,51.200,11.700,947.400,1.500,2.800,0.200,5.600,32.800,100.600,598.900,55.920,44.924
12687,0.727,-0.687,2.600,2.100,5.100,1.300,7.300,1.800,4.500,7.300,2.000,4.900,0.900,60.500,11.400,956.800,1.400,2.300,0.200,6.100,33.200,100.600,450.500,56.150,48.715
12688,0.697,-0.717,4.300,1.200,9.600,0.900,10.300,1.500,5.700,7.500,4.300,2.500,2.000,60.200,13.500,988.500,1.500,1.200,0.200,5.900,33.000,100.600,258.900,57.430,51.549
12689,0.696,-0.718,1.600,3.900,14.300,3.000,18.000,1.600,3.700,7.200,4.000,3.500,2.100,74.100,12.700,942.700,1.500,1.100,0.300,5.500,32.100,100.600,93.400,58.370,54.683
12690,0.647,-0.763,3.800,3.100,9.900,3.800,26.400,1.400,4.500,4.800,4.200,5.900,2.900,46.800,9.400,971.800,1.500,1.600,0.300,5.000,30.800,100.700,10.200,51.950,55.568
12691,0.700,-0.714,5.600,3.600,7.500,4.200,33.400,1.500,4.800,4.100,2.500,7.800,3.400,42.300,9.000,1001.200,1.500,2.300,0.300,4.500,29.700,100.800,1.300,47.230,54.738
12692,0.397,-0.918,3.800,5.300,5.100,7.500,31.800,1.600,3.700,3.200,3.800,11.000,3.800,45.000,6.700,1053.500,1.400,2.200,0.400,3.900,29.000,100.800,1.300,40.380,52.983
12693,0.402,-0.916,4.500,2.800,5.500,7.800,36.200,1.100,3.800,3.400,4.200,10.800,2.800,42.600,6.900,1023.800,1.400,1.600,0.300,4.100,28.400,100.900,1.300,35.290,50.340
12694,0.352,-0.936,1.100,3.600,1.700,6.200,29.300,0.800,2.900,2.600,3.700,6.900,2.300,37.600,6.600,1042.400,1.400,1.300,0.300,4.300,27.300,100.900,1.400,34.390,47.649
12695,0.637,-0.771,1.000,2.600,1.400,4.500,17.500,1.300,2.700,3.100,3.000,6.400,2.900,52.700,7.100,1130.500,1.500,1.300,0.200,4.300,26.500,100.900,1.400,40.670,45.714
12696,0.607,-0.794,1.400,3.200,3.100,3.100,17.600,1.400,2.100,2.200,4.200,8.500,2.400,43.500,6.500,1042.400,1.400,1.200,0.200,3.500,25.600,100.900,1.300,39.060,43.418
12697,0.543,-0.840,1.800,1.200,2.600,3.900,15.500,1.200,2.800,2.200,3.000,5.700,1.500,42.100,7.200,942.500,1.500,1.300,0.200,2.900,24.900,100.800,1.300,37.830,40.850
12698,0.649,-0.760,3.700,2.700,2.200,3.900,12.100,0.900,2.000,1.900,3.300,7.700,3.300,40.800,7.000,966.300,1.400,1.400,0.200,2.100,24.000,100.800,1.400,36.950,38.975
12699,0.502,-0.865,2.100,2.900,2.700,4.500,10.400,0.900,2.500,2.600,2.100,5.700,3.100,56.400,8.100,1119.000,1.500,1.700,0.200,2.300,23.300,100.800,1.300,37.990,37.820
12700,0.094,-0.996,2.800,2.000,5.300,5.100,19.800,1.300,1.800,2.200,2.900,9.000,3.300,44.900,8.300,964.600,1.400,1.700,0.200,1.800,22.900,100.800,2.100,34.070,37.031
12701,0.239,-0.971,4.700,3.900,4.500,6.100,37.400,1.600,1.400,1.300,3.300,13.900,3.000,27.700,4.900,978.400,1.400,1.800,0.200,1.700,22.600,100.900,64.900,25.120,35.760
12702,0.702,-0.712,5.100,4.400,4.400,7.500,31.400,1.600,1.800,2.300,3.200,12.500,2.100,45.100,6.500,1138.700,1.500,1.700,0.300,2.200,23.200,100.900,227.900,31.880,35.446
12703,0.613,-0.790,12.300,3.100,15.800,9.100,33.400,0.900,2.500,1.800,2.600,14.900,4.300,45.500,8.500,1056.700,1.500,1.800,0.300,2.000,24.400,100.900,402.100,31.860,34.345
12704,0.509,-0.861,12.600,1.600,18.700,3.000,22.600,0.700,4.000,1.900,3.500,11.200,2.500,25.600,8.200,1006.100,1.400,2.000,0.300,2.100,26.000,100.900,566.600,38.240,34.243
12705,0.676,-0.737,9.600,2.500,12.000,4.500,15.100,0.900,3.100,2.000,3.700,12.400,4.000,36.000,7.300,962.200,1.400,2.000,0.200,2.800,27.700,100.900,718.200,46.510,35.328
12706,0.844,-0.536,14.000,1.500,55.800,8.800,26.700,1.900,3.600,2.300,2.300,16.800,4.400,60.200,17.100,1013.800,1.400,1.600,0.200,3.500,28.900,100.900,804.100,45.970,36.455
12707,0.804,-0.595,9.300,3.700,90.100,12.000,24.400,2.400,3.600,2.700,2.400,17.400,3.500,85.800,22.500,1080.300,1.500,2.400,0.200,4.000,29.600,100.900,850.800,49.560,37.901
12708,0.708,-0.706,13.700,0.800,61.400,11.600,16.300,1.100,5.000,4.800,3.400,14.300,2.300,94.200,17.300,1115.400,1.600,2.700,0.200,4.600,30.500,100.800,843.400,50.750,39.986
12709,0.322,-0.947,6.400,2.900,86.100,6.600,19.200,1.300,4.900,3.400,2.900,17.900,1.800,76.800,36.200,1053.300,1.300,2.800,0.200,4.700,31.000,100.700,773.600,49.570,43.043
12710,0.486,-0.874,4.200,1.700,31.600,4.000,7.200,1.000,3.500,3.300,1.300,6.700,4.700,63.100,14.300,1020.300,1.400,2.300,0.200,4.700,31.100,100.700,640.800,51.370,45.479
12711,0.066,-0.998,2.500,1.800,19.400,4.800,7.200,2.000,3.900,4.200,2.900,8.200,3.300,65.200,10.300,1011.700,1.400,1.800,0.200,5.000,31.300,100.600,486.400,51.040,47.876
12712,0.199,-0.980,2.800,1.300,36.500,3.700,14.800,0.800,3.500,4.400,2.900,8.200,2.000,52.300,10.900,1070.800,1.400,1.800,0.200,4.700,31.200,100.600,307.100,46.670,48.930
12713,0.335,-0.942,5.800,3.200,59.200,2.200,21.400,1.100,3.400,3.600,3.000,11.000,2.900,38.300,12.900,1036.300,1.400,1.600,0.200,4.800,30.700,100.600,131.600,46.800,48.966
12714,0.286,-0.958,3.700,2.800,23.800,3.200,33.100,1.900,3.400,3.400,3.300,16.400,2.600,45.800,12.300,956.400,1.500,2.200,0.300,4.300,29.900,100.600,13.400,43.130,48.611
12715,0.129,-0.992,6.100,4.300,2.100,5.000,45.100,1.500,2.300,2.900,5.600,8.200,1.800,27.800,4.800,935.100,1.300,1.900,0.300,3.400,29.300,100.700,1.300,33.230,46.570
12716,0.213,-0.977,5.500,3.100,2.700,7.000,52.600,1.300,2.900,2.400,4.100,11.000,1.600,25.000,5.100,983.500,1.400,1.400,0.400,3.100,28.700,100.700,1.300,31.140,44.119
12717,0.272,-0.962,5.500,2.900,4.200,7.100,56.400,1.700,3.700,2.200,4.800,12.600,1.700,20.400,4.000,1011.500,1.400,1.700,0.400,2.700,27.900,100.800,1.300,28.850,41.529
12718,0.230,-0.973,4.700,3.000,5.000,6.500,56.200,1.600,3.200,2.200,5.400,12.700,1.100,23.800,6.400,971.200,1.500,1.500,0.400,2.600,27.300,100.800,1.300,28.740,38.700
12719,0.350,-0.937,2.700,4.200,3.200,6.100,30.800,0.900,2.900,2.200,3.900,10.000,3.600,32.600,6.600,925.100,1.400,1.300,0.300,3.100,26.600,100.800,1.400,35.370,36.741
12720,0.515,-0.857,0.700,1.900,2.000,4.200,20.700,0.900,2.700,2.900,3.700,4.600,3.100,51.500,7.800,1105.800,1.400,1.100,0.300,2.900,25.800,100.700,1.300,39.530,35.849
12721,0.216,-0.976,2.300,2.900,2.500,4.100,17.200,1.100,2.400,3.000,3.700,6.700,2.200,44.400,7.800,980.900,1.500,1.100,0.200,2.600,25.400,100.700,1.300,39.370,34.920
12722,-0.365,-0.931,7.000,3.400,3.300,5.200,26.300,1.300,2.400,2.600,2.300,10.200,2.000,37.500,6.700,1018.600,1.500,1.400,0.300,1.600,24.000,100.700,1.300,31.520,33.469
