,44201_0069,45201_0069,43206_0069,61104_0069,45208_0069,42603_0069,61103_0069,45204_0069,43233_0069,43205_0069,target_t+3,target_t+0
0,0.167701870203,0.0412256829441,0.0393700748682,0.431034505367,0.0210694186389,0.304081618786,0.455223858356,0.110030986369,0.0330878049135,0.123592168093,0.033,0.027
1,0.279503107071,0.0338675528765,0.0874890610576,0.433908045292,0.0481826551259,0.108163259923,0.134328365326,0.0169061701745,0.00537823000923,0.05690574646,0.031,0.045
2,0.173913046718,0.0146154621616,0.0638670101762,0.520114898682,0.0689163058996,0.0265306103975,0.406716406345,0.00972104817629,0.00292295101099,0.172495543957,0.049,0.028
3,0.204968944192,0.0577562749386,0.0717410296202,0.508620679379,0.0192226972431,0.167346924543,0.481343269348,0.0325443781912,0.0070150825195,0.132483690977,0.046,0.033
4,0.192546576262,0.0140106836334,0.304461956024,0.471264392138,0.0156131954864,0.0857142806053,0.223880618811,0.0162017457187,0.00432596774772,0.034676939249,0.02,0.031
5,0.304347813129,0.0461646988988,0.00874890573323,0.468390792608,0.0132628222927,0.0959183648229,0.160447746515,0.0211327131838,0.0084180990234,0.089507997036,0.028,0.049
6,0.285714298487,0.02046164684,0.102362200618,0.454023003578,0.0126752285287,0.220408156514,0.134328365326,0.0185967870057,0.00339062302373,0.231772363186,0.027,0.046
7,0.124223604798,0.0161274056882,0.0201224852353,0.951149404049,0.0222446061671,0.153061211109,0.391791045666,0.00352211878635,0.00163685262669,0.0403082370758,0.023,0.02
8,0.173913046718,0.0354802943766,0.0533683225513,0.839080452919,0.0390329882503,0.269387751818,0.235074609518,0.0364891476929,0.0070150825195,0.091582685709,0.04,0.028
9,0.167701870203,0.0235863309354,0.0638670101762,0.999999940395,0.0193905811757,0.118367344141,0.294776111841,0.0101437028497,0.00315678725019,0.0533491373062,0.036,0.027
10,0.142857149243,0.0343715362251,0.00962379667908,0.902298808098,0.0159489624202,0.155102029443,0.309701502323,0.0297266803682,0.00689816428348,0.177534073591,0.044,0.023
11,0.248447209597,0.0229815542698,0.111985988915,0.606321811676,0.00847813300788,0.173469379544,0.466417908669,0.00831220019609,0.00385829550214,0.12003556639,0.036,0.04
12,0.223602473736,0.0161274056882,0.244969367981,0.548850536346,0.00923361070454,0.263265281916,0.384328365326,0.0325443781912,0.00596281979233,0.12537047267,0.024,0.036
13,0.273291915655,0.0509021282196,0.0148731386289,0.649425268173,0.0143540669233,0.308163255453,0.231343269348,0.0676246806979,0.0173038709909,0.248073488474,0.041,0.044
14,0.223602473736,0.0271142013371,0.0297462809831,0.683908045292,0.0156131954864,0.122448973358,0.268656730652,0.0232459828258,0.00467672152445,0.144635438919,0.044,0.036
15,0.149068325758,0.0194536838681,0.0183727033436,0.997126400471,0.00562410801649,0.0632653012872,0.440298527479,0.00943927839398,0.0025721967686,0.048903375864,0.037,0.024
16,0.254658401012,0.0123979439959,0.18197722733,0.135057464242,0.0143540669233,0.0918367281556,0.194029837847,0.0388841927052,0.00374137726612,0.0628334283829,0.056,0.041
17,0.273291915655,0.0260054413229,0.00612423429266,0.0775862038136,0.0150256017223,0.110204078257,0.171641796827,0.0648069828749,0.00795042701066,0.224955528975,0.042,0.044
18,0.229813665152,0.0293317213655,0.0927383974195,0.479885071516,0.0251825731248,0.122448973358,0.138059705496,0.0263454485685,0.00631357450038,0.0740960240364,0.043,0.037
19,0.347826093435,0.0176393501461,0.0227471552789,0.479885071516,0.0122555196285,0.0326530598104,0.182835817337,0.016765287146,0.00327370525338,0.162122100592,0.037,0.056
20,0.260869562626,0.0151194427162,0.0699912458658,0.393678158522,0.0189708713442,0.126530602574,0.197761178017,0.00436742743477,0.00339062302373,0.225548297167,0.025,0.042
21,0.267080754042,0.0197560731322,0.0708661302924,0.994252860546,0.00671535311267,0.20612244308,0.197761178017,0.0257819108665,0.0061966557987,0.175459384918,0.039,0.043
22,0.229813665152,0.0342707373202,0.0323709510267,0.847701132298,0.0175438579172,0.0387755073607,0.201492518187,0.0524091273546,0.0108733782545,0.224955528975,0.037,0.037
23,0.155279502273,0.0231831464916,0.0166229214519,0.436781615019,0.0157810784876,0.197959169745,0.208955228329,0.0197238642722,0.00830118078738,0.0862477719784,0.044,0.025
24,0.242236033082,0.024090314284,0.0638670101762,0.379310339689,0.0130949374288,0.126530602574,0.253731369972,0.0218371357769,0.00339062302373,0.101659744978,0.038,0.039
25,0.229813665152,0.0198568683118,0.0769903659821,0.931034445763,0.0301351454109,0.587755084038,0.216417908669,0.0126796271652,0.00362445926294,0.124777704477,0.033,0.037
26,0.273291915655,0.0452575311065,0.0236220452935,0.479885071516,0.03575925529,0.316326528788,0.276119381189,0.0576218664646,0.0135624920949,0.0361588597298,0.036,0.044
27,0.236024841666,0.0541276037693,0.0411198586226,0.525862038136,0.0218248963356,0.369387745857,0.201492518187,0.0401521511376,0.0151993446052,0.123888544738,0.038,0.038
28,0.204968944192,0.0157242212445,0.104986868799,0.991379320621,0.00940149370581,0.10612244159,0.197761178017,0.0177514776587,0.00245527876541,0.201244801283,0.034,0.033
29,0.223602473736,0.0266102217138,0.0411198586226,0.775862038136,0.0336607098579,0.048979587853,0.25746268034,0.0366300344467,0.00631357450038,0.0669828057289,0.036,0.036
30,0.236024841666,0.0323556102812,0.0271216090769,0.525862038136,0.0151934856549,0.157142847776,0.283582061529,0.0893209353089,0.0056120660156,0.0601659715176,0.027,0.038
31,0.211180135608,0.0537244193256,0.0472440905869,0.336206912994,0.0181314535439,0.236734688282,0.410447776318,0.0918568596244,0.0196422301233,0.226437449455,0.026,0.034
32,0.223602473736,0.0417296625674,0.0341207310557,0.390804618597,0.0303869713098,0.153061211109,0.432835787535,0.0504367388785,0.0121594760567,0.102548897266,0.042,0.036
33,0.167701870203,0.0277189798653,0.0936132892966,0.477011531591,0.0561571381986,0.148979589343,0.220149248838,0.0142293600366,0.0042090495117,0.17071723938,0.038,0.027
34,0.161490693688,0.0502973459661,0.419947475195,0.474137932062,0.0198102891445,0.0734693855047,0.339552223682,0.0273316428065,0.00724891852587,0.0978067517281,0.05,0.026
35,0.260869562626,0.0191512946039,0.119860008359,0.652298808098,0.0192226972431,0.0612244866788,0.358208924532,0.0177514776587,0.00432596774772,0.291938334703,0.025,0.042
36,0.236024841666,0.0464670918882,0.111111104488,0.520114898682,0.0180475115776,0.0918367281556,0.343283593655,0.0226824451238,0.00643049227074,0.231772363186,0.047,0.038
37,0.310559004545,0.0329603850842,0.0271216090769,0.468390792608,0.0256862249225,0.138775497675,0.253731369972,0.0233868677169,0.00724891852587,0.25222286582,0.036,0.05
38,0.155279502273,0.0355810895562,0.0209973733872,0.42816093564,0.0630403757095,0.189795911312,0.402985095978,0.0246548317373,0.00830118078738,0.112922340631,0.064,0.025
39,0.2919254601,0.048684604466,0.255468040705,0.456896573305,0.0169562660158,0.181632637978,0.470149219036,0.018878556788,0.00736583629623,0.112625956535,0.024,0.047
40,0.223602473736,0.0169337764382,0.0857392698526,0.448275864124,0.0151934856549,0.177551016212,0.291044801474,0.0122569734231,0.00467672152445,0.167457014322,0.038,0.036
41,0.397515565157,0.0268118139356,0.0174978114665,0.502873539925,0.012759170495,0.155102029443,0.302238792181,0.0222597904503,0.00444288551807,0.0640189647675,0.041,0.064
42,0.149068325758,0.0231831464916,0.12860891223,0.589080452919,0.0172080919147,0.397959172726,0.097014926374,0.0497323162854,0.00713200075552,0.0343805551529,0.046,0.024
43,0.236024841666,0.0343715362251,0.0533683225513,0.660919547081,0.0120036927983,0.0551020391285,0.111940301955,0.0407156944275,0.0115748858079,0.0684647262096,0.033,0.038
44,0.254658401012,0.029936498031,0.058617670089,0.873563170433,0.0162847302854,0.344897955656,0.115671642125,0.0267681032419,0.00455980328843,0.0317130982876,0.027,0.041
45,0.285714298487,0.0177401471883,0.108486428857,0.672413766384,0.014941659756,0.185714274645,0.0671641752124,0.0208509434015,0.00327370525338,0.0948429107666,0.027,0.046
46,0.204968944192,0.0429392196238,0.0979877412319,0.597701132298,0.0398724079132,0.183673456311,0.268656730652,0.0714285746217,0.0148485908285,0.0512744486332,0.055,0.033
47,0.167701870203,0.0116923693568,0.160104975104,0.405172437429,0.0106606222689,0.240816310048,0.253731369972,0.00563539005816,0.00198760675266,0.0222288072109,0.049,0.027
48,0.167701870203,0.0235863309354,0.0516185425222,0.525862038136,0.0214891284704,0.363265275955,0.462686538696,0.0195829793811,0.00491055753082,0.10995849967,0.023,0.027
49,0.34161490202,0.0285253487527,0.0901137217879,0.41954022646,0.0139343570918,0.0877550989389,0.544776082039,0.024373061955,0.00818426255137,0.091582685709,0.032,0.055
50,0.304347813129,0.0242919065058,0.0874890610576,0.517241358757,0.0202300008386,0.126530602574,0.470149219036,0.0119752045721,0.00888577103615,0.151748657227,0.031,0.049
51,0.142857149243,0.0461646988988,0.0481189787388,0.482758611441,0.0264417026192,0.140816316009,0.414179086685,0.061284866184,0.0100549515337,0.0850622355938,0.047,0.023
52,0.198757782578,0.0213688127697,0.111111104488,0.445402294397,0.0156971365213,0.0693877488375,0.25746268034,0.0178923625499,0.00584590202197,0.02845287323,0.046,0.032
53,0.192546576262,0.0447535514832,0.0743656978011,0.439655184746,0.0353395454586,0.0816326513886,0.0559701472521,0.0411383472383,0.0056120660156,0.0302311778069,0.044,0.031
54,0.2919254601,0.0611833482981,0.0673665776849,0.632183909416,0.0525476373732,0.0857142806053,0.119402982295,0.0580445155501,0.00958727952093,0.0640189647675,0.04,0.047
55,0.285714298487,0.0677351057529,0.0804899334908,0.594827592373,0.0280365981162,0.0836734622717,0.111940301955,0.0624119415879,0.0164854433388,0.0376407802105,0.041,0.046
56,0.273291915655,0.0218727961183,0.118110232055,0.583333313465,0.011919750832,0.0734693855047,0.574626863003,0.0453648902476,0.00572898425162,0.0749851763248,0.026,0.044
57,0.248447209597,0.034069146961,0.0524934306741,0.474137932062,0.0313103310764,0.0959183648229,0.186567157507,0.0328261442482,0.014147083275,0.0503852963448,0.025,0.04
58,0.254658401012,0.0375970155001,0.0402449630201,0.442528754473,0.0353395454586,0.0938775464892,0.152985066175,0.0641025677323,0.00970419682562,0.109365731478,0.041,0.041
59,0.161490693688,0.0945469215512,0.0428696349263,0.959770083427,0.0213212445378,0.0714285671711,0.164179086685,0.0969287082553,0.0314509533346,0.170124471188,0.027,0.026
60,0.155279502273,0.0421328470111,0.0419947467744,0.833333313465,0.0297993775457,0.144897952676,0.160447746515,0.0359256118536,0.0112241320312,0.142857134342,0.039,0.025
61,0.254658401012,0.0491885878146,0.0691163539886,0.433908045292,0.0669016987085,0.0346938744187,0.138059705496,0.0331079140306,0.0121594760567,0.326911658049,0.043,0.041
62,0.167701870203,0.0837617218494,0.147856503725,0.448275864124,0.0321497507393,0.0612244866788,0.190298497677,0.0508593954146,0.013796328567,0.135447531939,0.028,0.027
63,0.242236033082,0.0432416088879,0.131233587861,0.439655184746,0.022496432066,0.120408155024,0.302238792181,0.0335305742919,0.00654741050676,0.117960870266,0.021,0.039
64,0.267080754042,0.0417296625674,0.0568678863347,0.994252860546,0.0125073445961,0.224489793181,0.388059675694,0.126796275377,0.01180872228,0.154119729996,0.043,0.043
65,0.173913046718,0.0451567359269,0.0262467171997,0.45977011323,0.0308066811413,0.161224484444,0.235074609518,0.051563821733,0.0154331820086,0.0678719580173,0.028,0.028
66,0.130434781313,0.0701542198658,0.0839894935489,0.431034505367,0.023839501664,0.161224484444,0.208955228329,0.0236686374992,0.0115748858079,0.179015994072,0.033,0.021
67,0.267080754042,0.0783187150955,0.0542432144284,0.962643682957,0.0480147711933,0.299999982119,0.268656730652,0.0770639553666,0.0150824263692,0.209543555975,0.027,0.043
68,0.173913046718,0.0489869974554,0.0831146091223,0.497126430273,0.0101569714025,0.0285714268684,0.220149248838,0.0311355311424,0.00970419682562,0.159454643726,0.039,0.028
69,0.204968944192,0.0505997352302,0.0174978114665,0.528735637665,0.0197263490409,0.0408163256943,0.24253731966,0.124260343611,0.0134455747902,0.139004141092,0.042,0.033
70,0.167701870203,0.0226791650057,0.0437445268035,0.600574672222,0.0170402079821,0.0408163256943,0.235074609518,0.0357847250998,0.00666432827711,0.0779490172863,0.02,0.027
71,0.242236033082,0.0359842739999,0.176727890968,0.551724135876,0.0257701650262,0.144897952676,0.164179086685,0.0426880791783,0.0104057053104,0.0660936534405,0.027,0.039
72,0.260869562626,0.00887007359415,0.0209973733872,0.997126400471,0.000587593356613,0.0857142806053,0.160447746515,0.0066215833649,0.00163685262669,0.0248962640762,0.023,0.042
73,0.124223604798,0.0169337764382,0.0271216090769,0.310344845057,0.00604381784797,0.461224466562,0.156716406345,0.0211608894169,0.00568221695721,0.0381742715836,0.025,0.02
74,0.167701870203,0.0249974802136,0.0332458429039,0.959770083427,0.0115000419319,0.218367338181,0.179104477167,0.0357001945376,0.00972758140415,0.0514522790909,0.046,0.027
75,0.142857149243,0.033061183989,0.0393700748682,0.939655125141,0.0169562660158,0.299999982119,0.354477614164,0.0502395033836,0.0137729449198,0.0647302865982,0.036,0.023
