,principal_comp_0,principal_comp_1,principal_comp_2,principal_comp_3,principal_comp_4,principal_comp_5,principal_comp_6,principal_comp_7,principal_comp_8,principal_comp_9,principal_comp_10,principal_comp_11,principal_comp_12,target_t+3,target_t+0
36,-0.846728563309,-0.90893638134,1.17897319794,-0.724760651588,0.350668996572,0.305129468441,-0.667534410954,-0.465482085943,0.310978084803,0.67016762495,1.88171947002,-0.318486392498,0.0556758120656,0.047,0.038
37,-0.912985980511,0.900591015816,0.945113301277,-0.196192890406,1.39641976357,-0.552321970463,0.304456174374,-0.406600743532,0.614549577236,1.63285303116,1.28702020645,-0.0824595615268,0.086517713964,0.036,0.05
38,-0.876872241497,1.67164480686,0.891154825687,-0.758562445641,0.294924467802,1.01728773117,-1.31594085693,0.137699455023,0.546550631523,0.762814342976,-0.328151524067,0.342792898417,-0.195925340056,0.064,0.025
39,-0.893309354782,1.40802955627,0.802738726139,-0.0799021795392,0.569506585598,1.36888611317,0.0213036797941,0.13856266439,0.75237506628,0.690373659134,0.838929057121,0.181766703725,-0.135837286711,0.024,0.047
40,-0.875372886658,1.28020119667,0.911151766777,0.595750689507,1.13559508324,-0.114198885858,-0.446485668421,-0.24635130167,0.361355930567,1.86878597736,-1.21497857571,-0.141159713268,-1.24205291271,0.038,0.036
41,-0.903464496136,0.966993689537,0.747913181782,-0.0742268264294,0.916037261486,-0.0378035530448,1.02119112015,-0.0308786518872,0.291779756546,0.114586189389,0.766390025616,-1.1313945055,1.74876558781,0.041,0.064
42,-0.849372327328,1.22331261635,0.284403264523,0.343572378159,1.45130217075,-1.43280231953,-1.29052174091,1.84288799763,0.453696727753,0.295243263245,-0.297017991543,-0.710947215557,1.2596000433,0.046,0.024
43,-0.838581860065,1.13970923424,-0.018985176459,0.249332994223,-0.272244989872,-1.51301658154,-0.445578455925,-0.406789839268,1.04708147049,-0.231976255774,0.0322878137231,-0.501047849655,0.328877955675,0.033,0.038
44,-0.942331254482,0.620704174042,-0.907860279083,-0.250629007816,1.58709359169,-1.35065424442,-0.318920642138,1.18099737167,0.475978702307,-0.87211817503,-0.978581190109,-0.595520019531,-0.309302449226,0.027,0.041
45,-0.842497944832,1.21929776669,-0.0817271173,-0.159176409245,-0.23509952426,-1.76716518402,-0.289427131414,0.973231256008,0.318712174892,-0.209349662066,0.995353937149,-1.07176113129,1.6688079834,0.027,0.046
46,-0.826258957386,1.25736713409,0.20044106245,0.957569599152,0.0996118187904,-0.215132579207,-0.726563930511,0.36894890666,0.183426111937,0.672982394695,-0.788793623447,-0.186796247959,-0.751558303833,0.055,0.033
47,-0.836889982224,1.28568851948,1.12573099136,0.43864440918,0.696645081043,-0.230259180069,-1.18750166893,0.491186916828,-0.039500311017,2.13644051552,-2.19215703011,-0.432174116373,0.212456449866,0.049,0.027
48,-0.80368667841,1.05124950409,0.54337733984,0.750720441341,0.431078702211,1.49566686153,-1.19531071186,1.84071195126,0.0412761680782,0.059704631567,1.05846107006,-0.994161009789,1.5254907608,0.023,0.027
49,-0.833909451962,1.59124147892,0.915851712227,0.605976879597,-0.842389881611,1.98013138771,0.285168975592,-0.120769113302,-0.377773731947,1.4002790451,-0.155365139246,-0.511159002781,-0.310344010592,0.032,0.055
50,-0.931400835514,1.81195783615,0.419333696365,-0.34949311614,0.5608959198,1.24867033958,0.214458107948,-0.382305502892,-0.574633300304,1.1228376627,1.09941935539,-0.452523380518,1.04513251781,0.031,0.049
51,-0.804402112961,-0.608585476875,1.23627281189,0.484110087156,0.645800948143,0.928900957108,-1.17715787888,-0.439436554909,-0.137673795223,-0.184443175793,0.758888661861,-0.393168538809,-0.656116366386,0.047,0.023
52,-0.827329576015,1.14454126358,0.972648739815,0.733668684959,0.570326805115,-0.376799225807,-0.415301501751,-0.868297755718,-0.00973482988775,-0.540959596634,0.221677735448,-0.590016007423,0.982850193977,0.046,0.032
53,-0.844759821892,0.702544927597,1.19941878319,-0.935992002487,0.32897105813,-1.84844124317,-0.924428999424,-0.46013468504,-0.0907813757658,-0.0771182104945,0.484580725431,-0.243008315563,1.27243936062,0.044,0.031
54,-0.875661492348,0.883978903294,0.207062602043,-0.399176597595,0.0462263226509,-1.45608353615,-0.0593993887305,-0.252552121878,-0.41333463788,-0.114243231714,0.791074872017,-0.670365273952,0.21697640419,0.04,0.047
55,-0.818115413189,1.16987979412,0.29764765501,0.362185180187,-0.592289447784,-1.48371589184,-0.18055267632,0.081667535007,-0.284356027842,0.170559242368,0.391695052385,-0.868405878544,0.263074189425,0.041,0.046
56,-0.858040869236,-1.01455581188,0.842090964317,0.0203855782747,0.376754134893,2.07299113274,-0.0508475415409,-0.877063810825,-0.456142812967,-0.0932686701417,1.46500515938,-0.525716602802,1.12272179127,0.026,0.044
57,-0.803354620934,-0.727781176567,1.36965048313,0.533925175667,0.793326973915,-0.950545966625,-0.171130344272,-0.57967454195,-0.609152138233,-0.418813556433,0.710929751396,-0.477317601442,0.574793934822,0.025,0.04
58,-0.732480287552,-0.839792013168,1.56952989101,-0.0824838206172,-1.17618894577,-1.01059627533,-0.928595542908,0.468136787415,-0.412836462259,1.30498743057,1.10584831238,-0.905317723751,-0.0624276213348,0.041,0.041
59,-0.818142294884,-1.05976784229,-0.836409330368,-0.106620043516,-0.956051230431,-1.40433239937,-1.67003929615,0.283325314522,-0.10032672435,3.21593284607,2.79762744904,-0.277638196945,1.68754637241,0.027,0.026
60,-0.854358613491,0.92432308197,-0.780251383781,-0.669307112694,-0.783166468143,-1.04837942123,-1.530631423,0.596142292023,-0.423816621304,0.336152881384,1.11251163483,-0.0579563081264,0.506869792938,0.039,0.025
61,-0.785721898079,1.17890417576,1.07436645031,-0.474894553423,-1.16918945312,-1.29779148102,-0.729717612267,0.144279360771,0.239652365446,1.19630622864,3.15400481224,-0.794809997082,0.500599086285,0.043,0.041
62,-0.803058505058,1.34302341938,0.926808357239,0.749556779861,0.0466999970376,-0.943203926086,-0.921858608723,-0.576289057732,0.0412366949022,0.461597293615,1.19093298912,-0.424235224724,-1.02083599567,0.028,0.027
63,-0.86097240448,1.38990974426,0.93483799696,0.00441572396085,0.478643983603,0.0387077368796,-0.256420820951,-0.318425387144,-0.22085544467,-0.193417772651,0.87678450346,0.313494116068,-0.254788994789,0.021,0.039
64,-0.960868835449,0.316355615854,-1.4477699995,-0.232810527086,0.876879990101,0.450676321983,-0.241429835558,0.469671428204,0.0863652527332,0.786764323711,2.10881710052,-0.749580204487,0.719921946526,0.043,0.043
65,-0.80476385355,1.39393675327,0.840477585793,0.769958734512,0.378866285086,-0.585575520992,-0.911478996277,0.275033056736,0.183576032519,1.00166916847,1.46321332455,-0.928344845772,2.47456359863,0.028,0.028
66,-0.860776126385,1.38435947895,1.00364542007,-0.269934535027,0.626459538937,-0.686224997044,-1.50845277309,-0.132427304983,-0.0692257732153,2.0712351799,-0.412399619818,-0.283551931381,-0.791522502899,0.033,0.021
67,-0.956386864185,0.841658055782,-1.40117013454,-1.29439461231,0.102077223361,-0.218801498413,-0.789370715618,1.5954117775,0.304215550423,1.29720771313,1.26884293556,-0.121073290706,-0.331759721041,0.027,0.043
68,-0.77725225687,-0.0707500651479,1.08943855762,-0.255102723837,-0.817940473557,-0.675444602966,-1.37162768841,-0.336728304625,0.509260237217,1.5671223402,1.78247070312,-1.01953911781,1.55385804176,0.039,0.028
69,-0.8267557621,-0.621141135693,1.09678268433,-1.05716240406,-0.467023193836,-0.43218100071,-1.18178606033,-0.554576873779,0.13822761178,1.27992129326,1.01938807964,-0.610038459301,0.085207298398,0.042,0.033
70,-0.758683621883,-0.825258970261,0.787292003632,-0.0233516413718,-0.943014502525,-0.448303222656,-1.34052395821,-0.306523740292,-0.0345910899341,-0.0538125857711,0.871789097786,-0.663445234299,1.06126630306,0.02,0.027
71,-0.887337863445,0.864196300507,0.594359695911,-1.18840312958,0.0982118695974,-0.919590055943,-0.701721310616,0.0885082110763,-0.399241656065,0.103851445019,-0.0269501134753,-0.056473068893,-0.454035997391,0.027,0.039
72,-0.919850826263,0.100631691515,-1.34726119041,0.0177887044847,0.303164452314,-1.28509926796,-0.139090001583,-0.54212397337,-0.685876846313,-0.123640134931,-0.408285826445,-0.45750644803,1.18756890297,0.023,0.042
73,-0.886095941067,1.60808253288,1.52170038223,-0.907561719418,2.10029172897,-0.732202410698,-1.62841200829,1.85036563873,-0.711444854736,0.617966711521,-1.16054749489,-0.484955638647,0.837827980518,0.025,0.02
74,-0.953252077103,0.486634165049,-1.27608823776,-0.703119575977,1.10742175579,-1.00015544891,-1.00234258175,0.152484610677,-0.629946470261,-0.576463758945,0.237467840314,-0.688651144505,0.72735863924,0.046,0.027
75,-0.908831059933,-1.10847842693,-0.794941604137,-0.612217903137,1.05216681957,0.496630638838,-1.40526878834,0.792382657528,-0.664595901966,-0.351740449667,0.175654411316,0.770060122013,-0.191840425134,0.036,0.023
76,-0.748806715012,-0.950693666935,1.61579525471,0.515441894531,0.177106812596,0.123010441661,-1.28147852421,0.207319974899,-0.304772168398,-0.166015014052,0.700113296509,-0.341310411692,-0.150655686855,0.042,0.025
77,-0.883149981499,1.39966022968,1.13750886917,-0.147195830941,0.749590933323,-0.545747637749,0.251438260078,-1.15166783333,-0.198015451431,0.267734110355,1.930970788,-0.837458491325,1.40023136139,0.022,0.046
78,-0.890772223473,1.24788880348,-1.54698288441,0.32187590003,0.206717073917,-1.35964047909,-0.808888435364,1.67096245289,-0.208252966404,0.568345010281,0.963377058506,-0.804231464863,0.724481403828,0.032,0.036
79,-0.847878932953,2.16122698784,2.32051491737,-0.372134000063,0.8164935112,-1.2159858942,0.0343589857221,-1.06836557388,-0.666219234467,-0.390613526106,0.843599200249,-0.55465555191,0.279516667128,0.04,0.042
80,-0.813939332962,2.15924978256,2.38667941093,-0.697041213512,0.53813380003,-1.409517169,-1.19092977047,-0.748435199261,-0.580761194229,0.0237925741822,1.63453173637,-0.762100160122,1.59709441662,0.042,0.022
81,-0.743654608727,2.10273909569,2.30227375031,0.16545958817,-0.683137714863,-0.923636257648,-0.848180174828,-0.106376931071,-0.03244978562,-0.0138793839142,1.02047896385,0.260920733213,0.098614141345,0.036,0.032
82,-0.859102129936,2.05214738846,2.23214554787,-0.0044642011635,1.41718542576,-0.650457024574,-0.206187933683,-0.0234303325415,0.144744291902,1.13805449009,-0.063807964325,0.340466886759,-0.682658731937,0.052,0.04
83,-0.811443507671,2.00000715256,2.16437482834,0.409050107002,0.537208259106,-0.382457375526,0.080783225596,-0.816566407681,0.513233542442,0.544936418533,1.11813902855,0.260298371315,1.57369089127,0.041,0.042
84,-0.810547232628,1.94472062588,2.09225535393,0.268689393997,0.556962907314,0.21948646009,-0.638007104397,0.527907192707,0.514652013779,1.332010746,-0.119998969138,0.233040854335,-0.276726186275,0.041,0.036
85,-0.794906795025,1.76092624664,2.05888175964,0.402276784182,0.141004040837,0.647546470165,0.123897254467,1.01988899708,0.63537466526,0.319766521454,1.07211244106,-0.501995205879,0.447893708944,0.04,0.052
86,-0.850925266743,0.364506214857,-1.37870132923,1.13684868813,-0.122552253306,-1.68994784355,-0.34876447916,0.677790760994,0.400144189596,0.74642175436,-0.226333409548,0.485358297825,-0.251748561859,0.041,0.041
87,-0.86052274704,-1.18431007862,-1.06695485115,0.162354230881,-0.685956537724,0.466288328171,-0.490448266268,-0.523830771446,0.475970864296,1.06395566463,0.735316038132,-0.0672269761562,0.943523526192,0.025,0.041
88,-0.864327847958,-0.0123795485124,-1.26355421543,0.786441922188,0.195141196251,0.314017355442,-0.424806773663,1.15137171745,0.0939361453056,-0.340357065201,0.483875542879,-0.0386572033167,-0.269466876984,0.048,0.04
89,-0.739499509335,-0.930156290531,1.34965193272,0.0699442699552,-1.28731644154,0.165090322495,-0.662738144398,-0.271317958832,0.191477403045,-0.380076110363,0.20232707262,-0.0270560197532,-1.08477246761,0.034,0.041
90,-0.7707067132,-0.956009805202,1.43026340008,0.629277646542,0.315913170576,1.13932657242,-1.18865787983,-0.0420671999454,0.274210512638,0.41433313489,-0.0412413701415,0.512993335724,-0.661275088787,0.042,0.025
91,-0.913293302059,1.68997251987,0.749827325344,1.53222441673,3.08330059052,-0.30337369442,0.956289410591,0.139418751001,0.263457775116,-0.567809641361,0.873598396778,0.138926833868,0.401785254478,0.026,0.048
92,-0.873599290848,1.40309071541,0.569585978985,0.356439381838,0.885003805161,-0.246544674039,-0.408805012703,-0.411789387465,0.48750063777,0.513404488564,0.161442622542,0.920709967613,-1.00534546375,0.033,0.034
93,-0.842876017094,-1.27517020702,0.721988677979,-1.29683816433,-0.318970710039,-1.28409159184,-0.683227479458,-0.409393578768,0.261074930429,0.318725168705,0.187074512243,0.365308612585,-0.698494374752,0.039,0.042
94,-0.780990540981,-0.662290334702,1.81555879116,0.56734597683,1.65986466408,-0.00599645683542,-0.890198707581,1.07743513584,-0.320046454668,-0.197441324592,1.22949504852,2.49672532082,0.33908239007,0.039,0.026
95,-0.926693439484,0.828170120716,-1.49091494083,0.374984264374,0.441534727812,0.571042776108,-0.484702289104,-0.275678038597,-0.228688508272,0.113681338727,1.09672856331,0.524069845676,-0.667819142342,0.032,0.033
96,-0.890203297138,0.696736633778,-1.52039146423,0.620481073856,0.274428248405,-1.11879897118,-0.172634691,0.183349296451,0.277030646801,-0.273784190416,0.633103370667,1.43313682079,0.512148976326,0.038,0.039
97,-0.791547775269,1.3451488018,0.695215463638,0.589334726334,0.268777698278,-0.619881272316,-0.699893712997,2.2837998867,0.0665517821908,-0.671739578247,-0.584720790386,-0.412047564983,-1.35934495926,0.025,0.039
98,-0.726713418961,-0.546200990677,1.81303167343,1.25429260731,1.16701853275,-0.574635505676,-0.846991121769,2.06360244751,0.0537075959146,-0.868116140366,0.144112929702,0.0825206786394,-0.82257181406,0.024,0.032
99,-0.825979113579,-0.124649330974,-1.30882501602,1.23725271225,-0.534462988377,-0.546912372112,-0.552065849304,0.393358588219,0.518404781818,0.697142839432,0.0696596652269,-0.122874595225,-0.570891141891,0.04,0.038
100,-0.770182967186,-0.800014615059,1.09439015388,0.638453841209,0.182716935873,-0.168873086572,-1.00896275043,-0.706657171249,0.662708222866,-0.4420157969,1.2021176815,0.253130823374,-0.46649107337,0.048,0.025
101,-0.74664068222,-0.256610482931,0.969678163528,0.867423117161,0.231042101979,-1.28673768044,-1.20835280418,0.506293714046,0.61320745945,-0.436457067728,0.354669541121,0.165529713035,-0.38540777564,0.044,0.024
102,-0.764376044273,-0.826896965504,1.45567548275,1.74970805645,2.01833605766,-0.754792034626,-0.234176576138,2.08655381203,0.224568292499,-0.14100651443,0.0136109739542,0.354574531317,-0.414065957069,0.033,0.04
103,-0.853919386864,1.48659741879,0.825918912888,-0.134642392397,0.173438608646,-1.65647411346,-0.0495832934976,0.0480530932546,0.238204449415,1.61464846134,0.998435497284,-0.668586611748,1.21895360947,0.039,0.048
104,-0.822572767735,1.06431281567,0.780234992504,1.01654458046,0.6995703578,0.344032287598,-0.0250457841903,0.769405245781,0.294255018234,0.199947372079,1.13949465752,-0.872646152973,1.42476665974,0.068,0.044
105,-0.797661721706,0.220776304603,0.949290215969,1.6138176918,1.23898565769,0.398620784283,-0.418778300285,0.520623385906,0.80611115694,-0.133753493428,0.91558855772,0.0213108565658,0.0672087371349,0.036,0.033
106,-0.848272264004,1.87612271309,0.666416823864,-0.615032970905,0.0440784171224,-0.977582454681,-0.835100769997,1.51667678356,1.08101713657,1.58944225311,1.52754402161,0.109867624938,1.30465090275,0.018,0.039
107,-0.957827448845,0.766252756119,-1.14729118347,-0.159520819783,0.0974936559796,-0.612526774406,1.17009699345,-0.726589262486,0.727113425732,0.408340036869,1.27137589455,-1.31258869171,0.843921005726,0.033,0.068
108,-0.792821824551,-1.01082587242,-0.35119253397,1.9039516449,0.222279593349,-0.495940417051,-0.437985867262,-0.173921152949,0.559682428837,0.569164395332,0.611590504646,-0.758711874485,-0.909494280815,0.033,0.036
109,-0.839612007141,0.404468327761,-1.15866589546,1.08466994762,0.15255394578,-1.18353390694,-1.32621121407,-0.382004320621,0.606367945671,-0.29102063179,0.87455111742,-0.740321338177,-0.83397179842,0.037,0.018
110,-0.788141548634,-1.48623228073,-0.802270412445,2.05134654045,-0.179266750813,0.437617897987,-0.482952535152,-0.770934402943,0.69649720192,0.316263377666,2.0499548912,-1.09045708179,0.56632322073,0.036,0.033
111,-0.707866072655,-0.8871986866,1.39081823826,2.0423104763,-0.148281112313,0.929915547371,-0.749152719975,0.243239149451,0.779136836529,1.77018082142,2.09862804413,-1.13709950447,1.88168036938,0.031,0.033
112,-0.873307883739,0.865714609623,-0.996205925941,1.20793116093,0.0183408483863,0.357850253582,-0.224512562156,-0.532286763191,-0.0804982632399,0.459695160389,1.16487765312,0.0907359570265,-0.00368357799016,0.014,0.037
113,-0.823838710785,1.05472397804,-1.37717163563,1.16619968414,-0.979441046715,-1.70919394493,-0.586393177509,0.0777983814478,-0.220358595252,-0.0915337502956,0.612897157669,-0.043464589864,-1.00413405895,0.029,0.036
114,-0.794240951538,1.03242301941,-1.35684561729,2.27772450447,-0.884573042393,0.63433688879,-0.589621305466,-0.00513366656378,-0.170061513782,0.0836935266852,1.05682587624,-0.954532980919,1.34037923813,0.054,0.031
115,-0.783301472664,0.612331628799,-1.49334859848,1.90570557117,-0.999220907688,0.0836419537663,-1.53402209282,-0.0927843078971,-0.275771528482,-0.0693668946624,0.432676374912,1.27781200409,-0.363767504692,0.044,0.014
116,-0.832626581192,1.76606869698,1.23465383053,0.603011488914,0.705241858959,-0.832557737827,-0.528070449829,-0.856169998646,-0.296906709671,0.891891241074,1.02767419815,1.04648113251,1.31252491474,0.021,0.029
117,-0.800324559212,0.939216434956,-1.58598232269,2.08067011833,-1.56767308712,0.0822185873985,0.297541171312,0.784905135632,0.14818315208,0.914037823677,0.0112101528794,0.784510731697,-0.224497765303,0.028,0.054
118,-0.859845280647,0.434251129627,-1.46302616596,0.975243151188,-0.612432777882,-0.119040057063,-0.113219253719,0.0385746508837,-0.102391250432,-0.208066701889,0.422204881907,-0.505152106285,0.541683495045,0.04,0.044
119,-0.744309723377,1.7236353159,0.697953224182,1.82921302319,-0.553315162659,-0.588806509972,-1.32716333866,0.129686996341,0.375633448362,1.46875,1.04598903656,0.161176323891,-1.45455300808,0.042,0.021
120,-0.890271306038,0.673177957535,-1.16612541676,-0.397050768137,0.275530010462,-0.677241504192,-1.49988329411,2.11033558846,-0.0923482328653,0.72442227602,-0.152008444071,-0.374048620462,0.204068079591,0.044,0.028
121,-0.766945540905,-1.25527024269,-0.236697807908,1.35418915749,-0.615032196045,-0.349116683006,-0.924439489841,1.57648193836,0.258514404297,2.13856053352,-1.68480014801,-0.255257844925,-0.578478038311,0.034,0.04
122,-0.86163008213,0.634197771549,-1.45664060116,0.471852988005,-0.99957048893,-0.424019992352,-0.421962529421,0.194024592638,0.371320128441,-0.11172003299,0.397473871708,0.150477871299,-0.565970420837,0.04,0.042
123,-0.842794299126,0.915580272675,-0.154008790851,0.602954089642,-0.0506524331868,-1.12395405769,-0.332844406366,0.707969248295,0.354487836361,1.48046529293,0.0856224745512,-0.898373782635,1.95325493813,0.026,0.044
124,-0.779765188694,0.179344192147,-1.33282732964,1.75141179562,-1.13020730019,-1.25024473667,-0.70821583271,0.242685332894,0.559443593025,0.7975025177,0.915794491768,0.0566593296826,1.31482470036,0.025,0.034
