,principal_comp_0,principal_comp_1,principal_comp_2,principal_comp_3,principal_comp_4,principal_comp_5,principal_comp_6,principal_comp_7,principal_comp_8,principal_comp_9,readings_ozone
0,-0.808396399021,1.256483078,1.78490805626,-1.20300877094,0.729453444481,2.10824561119,2.19168591499,1.74548101425,0.302712380886,0.370624989271,0.045
1,-0.797565221786,1.32950520515,-1.08423936367,-0.495892316103,-0.0290663540363,-0.337530463934,0.125450059772,0.348765641451,0.557416975498,-0.515270769596,0.028
2,-0.821243643761,0.866263568401,0.853507399559,-0.23041023314,-1.35053563118,1.167314291,-0.977922856808,0.896552860737,0.854111909866,4.81489753723,0.033
3,-0.834288299084,0.897457420826,1.65527534485,-0.318019628525,-0.282810389996,1.06375467777,-0.936802685261,0.802122831345,2.4092104435,1.59548246861,0.031
4,-0.800064861774,1.13873517513,-0.38250425458,-0.792033135891,-0.587978124619,0.354046374559,1.1066198349,1.4250882864,1.18377149105,-0.17858466506,0.049
5,-0.808881342411,1.16280138493,-0.957254469395,-0.194344133139,-0.0803556367755,-0.458390533924,-0.738700926304,0.958460628986,0.469711899757,1.24122512341,0.046
6,-0.802480459213,1.22813785076,-0.894952356815,-0.93931978941,0.880958020687,0.953001379967,-0.749568760395,1.74227845669,-0.927178263664,-0.53457993269,0.02
7,-0.877220451832,-1.12265348434,0.940143883228,-1.03104948997,-0.622178912163,0.0419331304729,1.92541456223,1.86040961742,-0.0723761692643,-0.5474999547,0.028
8,-0.858021736145,-0.575358510017,0.0194699596614,-1.55140435696,0.588948726654,0.0977697521448,0.155554130673,1.26952517033,0.951403915882,-0.969666838646,0.027
9,-0.884977638721,-1.32220327854,0.0588082186878,-0.889240860939,-0.591951847076,-0.0126078631729,1.23665428162,1.59773850441,0.214008197188,-0.267114907503,0.023
10,-0.864138245583,-0.875225186348,0.252956986427,-1.2705719471,-0.311392575502,1.84743726254,1.56551837921,2.40568399429,0.0213314723223,-1.31864356995,0.04
11,-0.853576600552,0.450023531914,1.45906770229,-0.0529076643288,-0.0627819299698,0.287541002035,-0.279685646296,1.23091518879,0.0589467957616,-0.479039222002,0.036
12,-0.835595965385,0.730164289474,1.08853280544,-0.808425068855,0.649133622646,1.00737261772,0.339913934469,1.72133052349,0.534268021584,0.755896031857,0.044
13,-0.838025093079,0.306796818972,-0.216183379292,-1.29120337963,1.62338507175,4.12486696243,2.87196850777,2.66592097282,0.858818233013,0.847971022129,0.036
14,-0.842511296272,0.142209351063,-0.101209118962,-0.628500103951,-0.297791957855,0.495837241411,-0.327814400196,-0.298365831375,-0.199911937118,-1.35868871212,0.024
15,-0.895063102245,-1.34009182453,1.01891744137,-0.444218635559,-1.23486971855,0.318148612976,1.7243489027,-0.578007161617,-0.763808012009,-0.305422127247,0.041
16,-0.753766357899,2.69468092918,-0.537736475468,-0.455252200365,-0.29321795702,0.27755650878,0.0594579465687,-1.02693235874,0.517023801804,1.39041399956,0.044
17,-0.740608036518,2.96394872665,-0.713770568371,-0.544070065022,0.0119907502085,1.42466127872,-0.580774128437,-0.297877520323,-1.15026116371,-0.721445083618,0.037
18,-0.797196805477,1.11500966549,-0.992226660252,-0.925959169865,-0.0828323885798,0.430312901735,1.1101231575,-0.326745599508,-0.28754144907,0.84373652935,0.056
19,-0.818311870098,1.11198949814,-1.08844590187,0.276003867388,-0.283748149872,0.790231883526,0.224440708756,-0.577868521214,-1.37364244461,-0.748790621758,0.042
20,-0.795725405216,1.49489581585,-0.566265583038,-0.603890895844,-0.00112247024663,1.12243592739,-0.838093101978,-0.854239702225,-1.43285858631,1.66708910465,0.043
21,-0.895286262035,-1.2767059803,-0.677024185658,-0.901617646217,0.622999072075,1.1285033226,0.547465443611,-0.645490825176,-1.42014420033,-0.37834918499,0.037
22,-0.862356603146,-0.589921355247,-0.940671563148,-0.609996855259,-0.677969098091,2.20058059692,0.449418127537,-0.333140581846,-0.649224162102,-0.267903715372,0.025
23,-0.786185383797,1.28720486164,-0.093342140317,-1.43423354626,-0.0324787013233,-0.480286687613,-0.187911316752,-1.18856441975,-0.759746134281,-0.215710967779,0.039
24,-0.793408334255,1.55076241493,-0.108290806413,-0.524364948273,-0.154299363494,0.363326877356,0.60041052103,-0.554627180099,-0.827258884907,-0.13368935883,0.037
25,-0.88777589798,-1.01731586456,0.480291932821,-2.3528316021,3.10426354408,-0.203599840403,-0.23873308301,-0.74854195118,-0.47705796361,-0.651433944702,0.044
26,-0.821697533131,1.07090330124,0.410567224026,-0.891095519066,1.26953196526,-0.258276343346,0.16329780221,-0.811999261379,1.12726044655,-0.413307607174,0.038
27,-0.817468822002,0.87207877636,0.013563927263,-1.58985698223,1.61484110355,0.35991704464,-0.556436061859,-0.633532822132,1.10800123215,-1.41560077667,0.033
28,-0.88194745779,-1.25696444511,-0.811857461929,-0.993517041206,-0.314438849688,1.59780704975,0.763969540596,0.577486455441,-1.16326236725,-1.10984945297,0.036
29,-0.856078743935,-0.273783266544,-0.375538825989,-0.373229235411,-0.838567137718,0.0527924373746,0.200188338757,-0.514958262444,0.397082418203,-0.665093064308,0.038
30,-0.821139454842,0.868332445621,0.118865206838,-0.607333242893,0.00143135525286,0.450810700655,0.369868069887,-0.32998034358,1.09242582321,-0.298533529043,0.034
31,-0.800219118595,1.70681512356,1.30212652683,-0.792279481888,0.395645081997,1.91819548607,-0.882838845253,-0.125901564956,0.30263236165,-1.2035677433,0.036
32,-0.810378193855,1.4548728466,1.2740380764,-0.270574629307,-0.236058339477,0.791149318218,0.323999673128,-0.368474036455,0.426681518555,-0.5641066432,0.027
33,-0.797043025494,1.10347652435,-0.211579039693,-1.23126649857,-0.268805772066,0.79211127758,-0.609342634678,-0.436186015606,-0.258462280035,0.550182759762,0.026
34,-0.814451396465,1.09986960888,0.44248008728,-0.738477826118,-0.897782623768,1.80847728252,-0.126069456339,-0.803116500378,3.00579690933,0.858783006668,0.042
35,-0.852569282055,0.271639198065,0.295216202736,-0.0226911604404,-0.590768933296,2.17584681511,-0.907104551792,0.21302857995,-1.44714140892,-0.901081800461,0.038
36,-0.82458204031,0.884153485298,0.354428708553,-0.317025691271,-0.442980080843,1.96924054623,-0.0578505918384,0.296781808138,-0.797088801861,-1.28991103172,0.05
37,-0.817871689796,1.14257752895,-0.31548666954,-0.240609258413,0.339140683413,2.15867042542,0.107543177903,0.846530020237,-0.544996857643,-1.0755314827,0.025
38,-0.802630245686,1.28345835209,1.27743828297,-0.906264841557,-0.264452904463,0.318075537682,-0.294422805309,0.407027065754,0.409374266863,-0.222578972578,0.047
39,-0.841349244118,1.14253151417,1.43947768211,0.162735268474,0.249959394336,1.28326666355,-0.175526216626,0.684399485588,2.09476208687,0.145379856229,0.036
40,-0.806998074055,1.21847677231,0.307494014502,-0.713789224625,0.0534797757864,0.161820113659,-1.03094160557,0.688961386681,-0.55199021101,-1.31742215157,0.064
41,-0.840698063374,0.975521504879,-0.0644048675895,0.508600473404,0.729204297066,0.932111263275,1.86287689209,1.20397651196,0.975779831409,-1.00745165348,0.024
42,-0.802131891251,0.603181183338,-0.56599009037,-2.54304552078,1.61701893806,0.152018755674,1.36793518066,0.990804970264,1.3800265789,0.397867918015,0.038
43,-0.824731767178,0.291645526886,-1.4111739397,-0.719269037247,-0.538298666477,0.251008659601,0.358436495066,0.351921707392,1.27837848663,-0.23013240099,0.041
44,-0.869163632393,-0.711177408695,-0.79427075386,-1.54296851158,1.52759385109,-0.987428069115,-0.263551801443,-0.300473541021,1.01513290405,-0.230968371034,0.046
45,-0.830295324326,0.243723094463,-1.58508706093,-1.02601480484,0.754661560059,0.920879423618,1.75533604622,0.802501857281,0.188353762031,-0.801968753338,0.033
46,-0.829490363598,0.537083566189,0.128683179617,-0.917342662811,0.0264801066369,-0.142468318343,-0.566466033459,-0.318852007389,1.86962711811,-1.17214250565,0.027
47,-0.788954377174,1.42249715328,0.315920621157,-1.35532224178,0.301008045673,-0.62675768137,0.458919942379,0.259520202875,0.719133675098,-0.304864138365,0.027
48,-0.825347363949,0.810864984989,1.98977601528,-1.32678592205,1.06989395618,1.03981673717,1.67676067352,1.57176339626,-0.011829238385,-0.836050570011,0.055
49,-0.84540450573,1.30261027813,1.72860085964,1.08211874962,-0.362462967634,0.594409823418,-0.0643933415413,-0.0210994686931,0.504840910435,-0.632020533085,0.049
50,-0.845858991146,0.867155015469,1.24656736851,0.408809602261,-0.0607789941132,1.5325807333,1.16683614254,0.316040158272,-0.929719567299,-0.840163230896,0.023
51,-0.814125657082,1.03493928909,1.23285138607,-0.821721374989,-0.688038647175,0.562236607075,-0.642834544182,-1.6796336174,1.836571455,-1.67693579197,0.032
52,-0.798027992249,1.24935758114,-0.151964962482,-0.586718797684,-0.766788542271,0.0551450774074,1.08014154434,-0.866202831268,0.329360097647,-0.228008925915,0.031
53,-0.776843607426,1.32500016689,-1.60688757896,-1.26892745495,-0.428090304136,0.440507888794,1.16065442562,-0.828604459763,1.80247175694,-0.947565495968,0.047
