,44201_0069,61103_0069,45207_0069,45208_0069,43205_0069,45204_0069,43206_0069,45109_0069,45201_0069,45203_0069,readings_ozone
0,0.167701870203,0.455223858356,0.00499334186316,0.0210694186389,0.123592168093,0.110030986369,0.0393700748682,0.0734555497766,0.0412256829441,0.0582055598497,0.045
1,0.279503107071,0.134328365326,0.00865512527525,0.0481826551259,0.05690574646,0.0169061701745,0.0874890610576,0.0136865898967,0.0338675528765,0.0161839853972,0.028
2,0.173913046718,0.406716406345,0.00543719483539,0.0689163058996,0.172495543957,0.00972104817629,0.0638670101762,0.00539929652587,0.0146154621616,0.00752413319424,0.033
3,0.204968944192,0.481343269348,0.00388371036388,0.0192226972431,0.132483690977,0.0325443781912,0.0717410296202,0.0278754383326,0.0577562749386,0.0283929575235,0.031
4,0.192546576262,0.223880618811,0.00876608956605,0.0156131954864,0.034676939249,0.0162017457187,0.304461956024,0.0190858859569,0.0140106836334,0.0156161272898,0.049
5,0.304347813129,0.160447746515,0.0145361721516,0.0132628222927,0.089507997036,0.0211327131838,0.00874890573323,0.0162397455424,0.0461646988988,0.0185973867774,0.046
6,0.285714298487,0.134328365326,0.00676875282079,0.0126752285287,0.231772363186,0.0185967870057,0.102362200618,0.00828729290515,0.02046164684,0.0127768302336,0.02
7,0.124223604798,0.391791045666,0.00210829987191,0.0222446061671,0.0403082370758,0.00352211878635,0.0201224852353,0.00263686594553,0.0161274056882,0.00298126041889,0.028
8,0.173913046718,0.235074609518,0.00832223705947,0.0390329882503,0.091582685709,0.0364891476929,0.0533683225513,0.0279591493309,0.0354802943766,0.0254116971046,0.027
9,0.167701870203,0.294776111841,0.00244118948467,0.0193905811757,0.0533491373062,0.0101437028497,0.0638670101762,0.003850661451,0.0235863309354,0.00610448606312,0.023
10,0.142857149243,0.309701502323,0.00543719483539,0.0159489624202,0.177534073591,0.0297266803682,0.00962379667908,0.0235225185752,0.0343715362251,0.0242759790272,0.04
11,0.248447209597,0.466417908669,0.0270750112832,0.00847813300788,0.12003556639,0.00831220019609,0.111985988915,0.00640381732956,0.0229815542698,0.00667234510183,0.036
12,0.223602473736,0.384328365326,0.0126497996971,0.00923361070454,0.12537047267,0.0325443781912,0.244969367981,0.0225179977715,0.0161274056882,0.0194491762668,0.044
13,0.273291915655,0.231343269348,0.0246338211,0.0143540669233,0.248073488474,0.0676246806979,0.0148731386289,0.0440314784646,0.0509021282196,0.0492617823184,0.036
14,0.223602473736,0.268656730652,0.0023302261252,0.0156131954864,0.144635438919,0.0232459828258,0.0297462809831,0.0177465248853,0.0271142013371,0.0217206124216,0.024
15,0.149068325758,0.440298527479,0.0023302261252,0.00562410801649,0.048903375864,0.00943927839398,0.0183727033436,0.00987778324634,0.0194536838681,0.00638841511682,0.041
16,0.254658401012,0.194029837847,0.00377274723724,0.0143540669233,0.0628334283829,0.0388841927052,0.18197722733,0.0519002154469,0.0123979439959,0.0448608733714,0.044
17,0.273291915655,0.171641796827,0.00643586274236,0.0150256017223,0.224955528975,0.0648069828749,0.00612423429266,0.0575506463647,0.0260054413229,0.0528108999133,0.037
18,0.229813665152,0.138059705496,0.00454948935658,0.0251825731248,0.0740960240364,0.0263454485685,0.0927383974195,0.0218901727349,0.0293317213655,0.0238500833511,0.056
19,0.347826093435,0.182835817337,0.0150909889489,0.0122555196285,0.162122100592,0.016765287146,0.0227471552789,0.0142725603655,0.0176393501461,0.00610448606312,0.042
20,0.260869562626,0.197761178017,0.00288504199125,0.0189708713442,0.225548297167,0.00436742743477,0.0699912458658,0.00280428607948,0.0151194427162,0.00383304944262,0.043
21,0.267080754042,0.197761178017,0.0130936512724,0.00671535311267,0.175459384918,0.0257819108665,0.0708661302924,0.0213460568339,0.0197560731322,0.0211527533829,0.037
22,0.229813665152,0.201492518187,0.0217487793416,0.0175438579172,0.224955528975,0.0524091273546,0.0323709510267,0.0236062277108,0.0342707373202,0.0325099341571,0.025
23,0.155279502273,0.208955228329,0.0156458038837,0.0157810784876,0.0862477719784,0.0197238642722,0.0166229214519,0.012598359026,0.0231831464916,0.0170357748866,0.039
24,0.242236033082,0.253731369972,0.00466045225039,0.0130949374288,0.101659744978,0.0218371357769,0.0638670101762,0.0141888502985,0.024090314284,0.0204429309815,0.037
25,0.229813665152,0.216417908669,0.0104305362329,0.0301351454109,0.124777704477,0.0126796271652,0.0769903659821,0.010505608283,0.0198568683118,0.00979557074606,0.044
26,0.273291915655,0.276119381189,0.0107634263113,0.03575925529,0.0361588597298,0.0576218664646,0.0236220452935,0.0329398959875,0.0452575311065,0.0438671186566,0.038
27,0.236024841666,0.201492518187,0.0390590317547,0.0218248963356,0.123888544738,0.0401521511376,0.0411198586226,0.0238155033439,0.0541276037693,0.0347813740373,0.033
28,0.204968944192,0.197761178017,0.00920994207263,0.00940149370581,0.201244801283,0.0177514776587,0.104986868799,0.0168675724417,0.0157242212445,0.0163259506226,0.036
29,0.223602473736,0.25746268034,0.00443852646276,0.0336607098579,0.0669828057289,0.0366300344467,0.0411198586226,0.0311401318759,0.0266102217138,0.0286768861115,0.038
30,0.236024841666,0.283582061529,0.00932090450078,0.0151934856549,0.0601659715176,0.0893209353089,0.0271216090769,0.0816591382027,0.0323556102812,0.0735377594829,0.034
31,0.211180135608,0.410447776318,0.00810031034052,0.0181314535439,0.226437449455,0.0918568596244,0.0472440905869,0.0552904754877,0.0537244193256,0.0729698985815,0.036
32,0.223602473736,0.432835787535,0.00754549447447,0.0303869713098,0.102548897266,0.0504367388785,0.0341207310557,0.0270383395255,0.0417296625674,0.0349233374,0.027
33,0.167701870203,0.220149248838,0.00909897871315,0.0561571381986,0.17071723938,0.0142293600366,0.0936132892966,0.013142474927,0.0277189798653,0.0134866544977,0.026
34,0.161490693688,0.339552223682,0.00865512527525,0.0198102891445,0.0978067517281,0.0273316428065,0.419947475195,0.0217227526009,0.0502973459661,0.0245599076152,0.042
35,0.260869562626,0.358208924532,0.011318241246,0.0192226972431,0.291938334703,0.0177514776587,0.119860008359,0.0190440323204,0.0191512946039,0.0147643378004,0.038
36,0.236024841666,0.343283593655,0.00321793137118,0.0180475115776,0.231772363186,0.0226824451238,0.111111104488,0.023103967309,0.0464670918882,0.0207268595695,0.05
37,0.310559004545,0.253731369972,0.0068797157146,0.0256862249225,0.25222286582,0.0233868677169,0.0271216090769,0.0196300018579,0.0329603850842,0.0164679139853,0.025
38,0.155279502273,0.402985095978,0.0227474458516,0.0630403757095,0.112922340631,0.0246548317373,0.0209973733872,0.0246944595128,0.0355810895562,0.0239920504391,0.047
39,0.2919254601,0.470149219036,0.0183089207858,0.0169562660158,0.112625956535,0.018878556788,0.255468040705,0.0110078696162,0.048684604466,0.0153321977705,0.036
40,0.223602473736,0.291044801474,0.012094983831,0.0151934856549,0.167457014322,0.0122569734231,0.0857392698526,0.0103381890804,0.0169337764382,0.0110732531175,0.064
41,0.397515565157,0.302238792181,0.0413892567158,0.012759170495,0.0640189647675,0.0222597904503,0.0174978114665,0.0246944595128,0.0268118139356,0.0244179442525,0.024
42,0.149068325758,0.097014926374,0.00810031034052,0.0172080919147,0.0343805551529,0.0497323162854,0.12860891223,0.0515653751791,0.0231831464916,0.0438671186566,0.038
43,0.236024841666,0.111940301955,0.00743453158066,0.0120036927983,0.0684647262096,0.0407156944275,0.0533683225513,0.0200066976249,0.0343715362251,0.0305224303156,0.041
44,0.254658401012,0.115671642125,0.00909897871315,0.0162847302854,0.0317130982876,0.0267681032419,0.058617670089,0.023103967309,0.029936498031,0.0227143671364,0.046
45,0.285714298487,0.0671641752124,0.00643586274236,0.014941659756,0.0948429107666,0.0208509434015,0.108486428857,0.01523522567,0.0177401471883,0.0167518444359,0.033
46,0.204968944192,0.268656730652,0.0184198841453,0.0398724079132,0.0512744486332,0.0714285746217,0.0979877412319,0.043319940567,0.0429392196238,0.0296706389636,0.027
47,0.167701870203,0.253731369972,0.00876608956605,0.0106606222689,0.0222288072109,0.00563539005816,0.160104975104,0.00740833766758,0.0116923693568,0.00511073274538,0.027
48,0.167701870203,0.462686538696,0.0142032830045,0.0214891284704,0.10995849967,0.0195829793811,0.0516185425222,0.0190858859569,0.0235863309354,0.0159000568092,0.055
49,0.34161490202,0.544776082039,0.0290723443031,0.0139343570918,0.091582685709,0.024373061955,0.0901137217879,0.0210949275643,0.0285253487527,0.0204429309815,0.049
50,0.304347813129,0.470149219036,0.0190856624395,0.0202300008386,0.151748657227,0.0119752045721,0.0874890610576,0.0104218991473,0.0242919065058,0.00922771077603,0.023
51,0.142857149243,0.414179086685,0.0225255191326,0.0264417026192,0.0850622355938,0.061284866184,0.0481189787388,0.0509794093668,0.0461646988988,0.0501135699451,0.032
52,0.198757782578,0.25746268034,0.0114292046055,0.0156971365213,0.02845287323,0.0178923625499,0.111111104488,0.0184162072837,0.0213688127697,0.0167518444359,0.031
53,0.192546576262,0.0559701472521,0.0380603633821,0.0353395454586,0.0302311778069,0.0411383472383,0.0743656978011,0.0321865081787,0.0447535514832,0.0318001136184,0.047
54,0.2919254601,0.119402982295,0.0163115840405,0.0525476373732,0.0640189647675,0.0580445155501,0.0673665776849,0.0404319427907,0.0611833482981,0.0457126609981,0.046
55,0.285714298487,0.111940301955,0.011318241246,0.0280365981162,0.0376407802105,0.0624119415879,0.0804899334908,0.0404738001525,0.0677351057529,0.0459965914488,0.044
56,0.273291915655,0.574626863003,0.00898801535368,0.011919750832,0.0749851763248,0.0453648902476,0.118110232055,0.0406412184238,0.0218727961183,0.0323679707944,0.04
57,0.248447209597,0.186567157507,0.0213049259037,0.0313103310764,0.0503852963448,0.0328261442482,0.0524934306741,0.0225598532706,0.034069146961,0.0210107881576,0.041
58,0.254658401012,0.152985066175,0.00710164150223,0.0353395454586,0.109365731478,0.0641025677323,0.0402449630201,0.0544533766806,0.0375970155001,0.0528108999133,0.026
59,0.161490693688,0.164179086685,0.0173102505505,0.0213212445378,0.170124471188,0.0969287082553,0.0428696349263,0.0663820505142,0.0945469215512,0.0846110135317,0.025
60,0.155279502273,0.160447746515,0.0177541058511,0.0297993775457,0.142857134342,0.0359256118536,0.0419947467744,0.0317260995507,0.0421328470111,0.0342135168612,0.041
61,0.254658401012,0.138059705496,0.0190856624395,0.0669016987085,0.326911658049,0.0331079140306,0.0691163539886,0.032898042351,0.0491885878146,0.0292447451502,0.027
62,0.167701870203,0.190298497677,0.0119840214029,0.0321497507393,0.135447531939,0.0508593954146,0.147856503725,0.0464590676129,0.0837617218494,0.0440090820193,0.039
63,0.242236033082,0.302238792181,0.0148690631613,0.022496432066,0.117960870266,0.0335305742919,0.131233587861,0.0274987462908,0.0432416088879,0.026547415182,0.043
64,0.267080754042,0.388059675694,0.0129826888442,0.0125073445961,0.154119729996,0.126796275377,0.0568678863347,0.13745187223,0.0417296625674,0.120812036097,0.028
