site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840480290060,1,10,20120209T0000-0600,81102,1440,8640,20,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120116T0000-0600,81102,1440,8640,7,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120227T0000-0600,81102,1440,8640,17,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120215T0000-0600,81102,1440,8640,15,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120304T0000-0600,81102,1440,8640,19,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120322T0000-0600,81102,1440,8640,14,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120509T0000-0600,81102,1440,8640,9,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120503T0000-0600,81102,1440,8640,11,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120122T0000-0600,81102,1440,8640,21,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120310T0000-0600,81102,1440,8640,14,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120421T0000-0600,81102,1440,8640,10,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120427T0000-0600,81102,1440,8640,15,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120614T0000-0600,81102,1440,8640,16,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120602T0000-0600,81102,1440,8640,10,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120110T0000-0600,81102,1440,8640,7,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120128T0000-0600,81102,1440,8640,7,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120527T0000-0600,81102,1440,8640,8,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120403T0000-0600,81102,1440,8640,20,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120415T0000-0600,81102,1440,8640,16,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120221T0000-0600,81102,1440,8640,12,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120316T0000-0600,81102,1440,8640,13,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120328T0000-0600,81102,1440,8640,12,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120521T0000-0600,81102,1440,8640,15,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120104T0000-0600,81102,1440,8640,15,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290060,1,10,20120409T0000-0600,81102,1440,8640,13,001,0,1,29.422183,-98.505381,WGS84,210,062,1,4,,
840480290053,1,10,20120924T0000-0600,81102,1440,8640,23,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121117T0000-0600,81102,1440,8640,29,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121117T0000-0600,81102,1440,8640,23,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121105T0000-0600,81102,1440,8640,27,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290060,1,10,20121129T0000-0600,81102,1440,8640,27,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121129T0000-0600,81102,1440,8640,24,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121012T0000-0600,81102,1440,8640,14,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121012T0000-0600,81102,1440,8640,12,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20121205T0000-0600,81102,1440,8640,20,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121217T0000-0600,81102,1440,8640,25,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20120608T0000-0600,81102,1440,8640,23,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121123T0000-0600,81102,1440,8640,24,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121123T0000-0600,81102,1440,8640,18,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121211T0000-0600,81102,1440,8640,24,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121211T0000-0600,81102,1440,8640,19,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121223T0000-0600,81102,1440,8640,25,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121223T0000-0600,81102,1440,8640,10,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121111T0000-0600,81102,1440,8640,16,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121111T0000-0600,81102,1440,8640,15,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120116T0000-0600,81102,1440,8640,13,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20120831T0000-0600,81102,1440,8640,33,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20120831T0000-0600,81102,1440,8640,26,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120209T0000-0600,81102,1440,8640,19,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120409T0000-0600,81102,1440,8640,28,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120227T0000-0600,81102,1440,8640,13,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121229T0000-0600,81102,1440,8640,16,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121229T0000-0600,81102,1440,8640,13,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120215T0000-0600,81102,1440,8640,16,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20121006T0000-0600,81102,1440,8640,19,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20121006T0000-0600,81102,1440,8640,18,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20120801T0000-0600,81102,1440,8640,41,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20120801T0000-0600,81102,1440,8640,36,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120304T0000-0600,81102,1440,8640,13,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120203T0000-0600,81102,1440,8640,5,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120322T0000-0600,81102,1440,8640,26,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20120906T0000-0600,81102,1440,8640,27,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20120906T0000-0600,81102,1440,8640,24,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290053,1,10,20120509T0000-0600,81102,1440,8640,14,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20120825T0000-0600,81102,1440,8640,42,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20120825T0000-0600,81102,1440,8640,32,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
840480290060,1,10,20120708T0000-0600,81102,1440,8640,22,001,0,1,29.422183,-98.505381,WGS84,210,141,1,4,,
840480290053,1,10,20120708T0000-0600,81102,1440,8640,15,001,0,2,29.587741,-98.312512,WGS84,226,141,1,4,,
