site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840480290059,1,10,20130425T0000-0600,88101,1440,8640,6.3,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130516T0000-0600,88101,1440,8640,16.3,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130516T0000-0600,88101,1440,8640,15.5,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130618T0000-0600,88101,1440,8640,12.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130603T0000-0600,88101,1440,8640,7.6,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130603T0000-0600,88101,1440,8640,9.1,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130609T0000-0600,88101,1440,8640,4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130609T0000-0600,88101,1440,8640,4.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130128T0000-0600,88101,1440,8640,9.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130128T0000-0600,88101,1440,8640,8.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130410T0000-0600,88101,1440,8640,8.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130410T0000-0600,88101,1440,8640,9.4,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130615T0000-0600,88101,1440,8640,10,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130311T0000-0600,88101,1440,8640,3.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130311T0000-0600,88101,1440,8640,3.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130305T0000-0600,88101,1440,8640,4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130305T0000-0600,88101,1440,8640,4.6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130209T0000-0600,88101,1440,8640,9.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130209T0000-0600,88101,1440,8640,11.6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130528T0000-0600,88101,1440,8640,10,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130528T0000-0600,88101,1440,8640,9.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130301T0000-0600,88101,1440,8640,5.2,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130221T0000-0600,88101,1440,8640,8.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130221T0000-0600,88101,1440,8640,7.5,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130404T0000-0600,88101,1440,8640,3,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130404T0000-0600,88101,1440,8640,2.5,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130227T0000-0600,88101,1440,8640,3.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130422T0000-0600,88101,1440,8640,8.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130323T0000-0600,88101,1440,8640,13.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130323T0000-0600,88101,1440,8640,14.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130329T0000-0600,88101,1440,8640,5.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130329T0000-0600,88101,1440,8640,5.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130215T0000-0600,88101,1440,8640,3.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130215T0000-0600,88101,1440,8640,3.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130522T0000-0600,88101,1440,8640,18.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130522T0000-0600,88101,1440,8640,17.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130116T0000-0600,88101,1440,8640,3.6,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130116T0000-0600,88101,1440,8640,5.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130122T0000-0600,88101,1440,8640,8.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130122T0000-0600,88101,1440,8640,8.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130104T0000-0600,88101,1440,8640,5.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130104T0000-0600,88101,1440,8640,4.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130504T0000-0600,88101,1440,8640,5.2,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130504T0000-0600,88101,1440,8640,6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130416T0000-0600,88101,1440,8640,25,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130416T0000-0600,88101,1440,8640,26.1,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130317T0000-0600,88101,1440,8640,9.6,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130317T0000-0600,88101,1440,8640,9.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130428T0000-0600,88101,1440,8640,6.6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130513T0000-0600,88101,1440,8640,10.2,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130510T0000-0600,88101,1440,8640,6.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130110T0000-0600,88101,1440,8640,1.8,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130110T0000-0600,88101,1440,8640,2.1,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130621T0000-0600,88101,1440,8640,22.5,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130430T0000-0600,88101,1440,8640,7.8,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130203T0000-0600,88101,1440,8640,6.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130203T0000-0600,88101,1440,8640,6.2,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130627T0000-0600,88101,1440,8640,14.2,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130627T0000-0600,88101,1440,8640,14.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130802T0000-0600,88101,1440,0,9.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130717T0000-0600,88101,1440,0,7.4,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130925T0000-0600,88101,1440,0,10.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130925T0000-0600,88101,1440,0,9.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131108T0000-0600,88101,1440,0,5.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130826T0000-0600,88101,1440,0,3.3,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130826T0000-0600,88101,1440,0,3.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131124T0000-0600,88101,1440,0,7.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131124T0000-0600,88101,1440,0,6.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130727T0000-0600,88101,1440,0,11.2,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130727T0000-0600,88101,1440,0,6.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131007T0000-0600,88101,1440,0,5.5,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131007T0000-0600,88101,1440,0,4.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130703T0000-0600,88101,1440,0,12.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130703T0000-0600,88101,1440,0,13.1,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130721T0000-0600,88101,1440,0,12,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130721T0000-0600,88101,1440,0,7.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131218T0000-0600,88101,1440,0,5.3,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131218T0000-0600,88101,1440,0,6.4,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131230T0000-0600,88101,1440,0,2.8,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131230T0000-0600,88101,1440,0,4.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131212T0000-0600,88101,1440,0,14.3,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131212T0000-0600,88101,1440,0,14,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130814T0000-0600,88101,1440,0,10.5,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130814T0000-0600,88101,1440,0,7.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131031T0000-0600,88101,1440,0,3.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131031T0000-0600,88101,1440,0,5.2,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130820T0000-0600,88101,1440,0,8,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130820T0000-0600,88101,1440,0,8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130715T0000-0600,88101,1440,0,6.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290059,1,10,20130913T0000-0600,88101,1440,0,7.5,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130913T0000-0600,88101,1440,0,6.6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130907T0000-0600,88101,1440,0,3.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130907T0000-0600,88101,1440,0,3.2,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130808T0000-0600,88101,1440,0,26.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131224T0000-0600,88101,1440,0,6.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131224T0000-0600,88101,1440,0,10.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131206T0000-0600,88101,1440,0,2.6,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131206T0000-0600,88101,1440,0,2.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131112T0000-0600,88101,1440,0,7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131112T0000-0600,88101,1440,0,6.9,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130901T0000-0600,88101,1440,0,6.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130901T0000-0600,88101,1440,0,6.4,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130919T0000-0600,88101,1440,0,4.5,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130919T0000-0600,88101,1440,0,4.6,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20130709T0000-0600,88101,1440,0,4.9,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20130709T0000-0600,88101,1440,0,5.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131013T0000-0600,88101,1440,0,2.5,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131013T0000-0600,88101,1440,0,2.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131118T0000-0600,88101,1440,0,10.1,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131118T0000-0600,88101,1440,0,9.3,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131001T0000-0600,88101,1440,0,7.2,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131001T0000-0600,88101,1440,0,7.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20131106T0000-0600,88101,1440,0,3.7,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131025T0000-0600,88101,1440,0,8.4,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131025T0000-0600,88101,1440,0,8.1,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131130T0000-0600,88101,1440,0,5.6,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131130T0000-0600,88101,1440,0,5.8,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290059,1,10,20131019T0000-0600,88101,1440,0,3.7,105,0,1,29.275381,-98.311692,WGS84,151,145,1,2,,
840480290032,1,10,20131019T0000-0600,88101,1440,0,4.2,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
840480290032,1,10,20130802T0000-0600,88101,1440,0,8.1,105,0,1,29.51509,-98.620166,WGS84,280,145,1,2,,
END OF FILE
