date,42401_0059,42603_0032,42603_0059,43205_0677,43206_0677,43218_0677,43233_0677,43801_0677,43802_0677,43803_0677,43804_0677,43811_0677,43813_0677,43814_0677,43815_0677,43817_0677,43818_0677,43819_0677,43820_0677,43823_0677,43824_0677,43826_0677,43829_0677,43830_0677,43831_0677,43843_0677,43860_0677,44201_0032,44201_0052,44201_0059,45109_0677,45201_0677,45202_0677,45203_0677,45204_0677,45207_0677,45208_0677,45220_0677,45801_0677,61103_0032,61103_0051,61103_0052,61103_0059,61103_0676,61103_0677,61104_0032,61104_0051,61104_0052,61104_0059,61104_0676,61104_0677,63301_0052,68105_0032,68105_0059,68105_1052,68108_0032,68108_0059,68108_1052,88101_0032,88101_0059
2013-01-11,0.504166666667,8.06818181818,3.8625,,,,,,,,,,,,,,,,,,,,,,,,,0.0239166666667,0.0204166666667,0.0401666666667,,,,,,,,,,2.42916666667,3.73333333333,5.64583333333,6.575,4.1625,4.86666666667,146.333333333,149.333333333,141.345833333,113.558333333,134.1625,147.229166667,0.0,,,,,,,,
2013-01-12,0.373913043478,3.8375,2.1375,,,,,,,,,,,,,,,,,,,,,,,,,0.0246956521739,0.0212608695652,0.0399565217391,,,,,,,,,,4.35,3.40833333333,6.37083333333,6.26666666667,4.7625,3.32083333333,90.1666666667,159.5625,158.175,157.6125,109.516666667,176.1,0.0,,,,,,,,
2013-01-13,0.416666666667,4.11363636364,1.27272727273,,,,,,,,,,,,,,,,,,,,,,,,,0.021,0.0245833333333,0.04075,,,,,,,,,,3.94583333333,4.6125,4.69583333333,6.8375,6.74583333333,5.20416666667,185.0125,141.1125,92.8666666667,122.0375,109.425,155.441666667,0.0,,,,,,,,
2013-01-14,0.375,4.00952380952,2.5,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.0235416666667,0.045,,,,,,,,,,3.47083333333,2.30416666667,5.175,1.775,4.55416666667,6.92083333333,97.125,110.666666667,97.1916666667,106.7875,121.591666667,153.675,0.0,,,,,,,,
2013-01-15,0.441666666667,3.44166666667,1.12916666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0250833333333,0.01975,0.0435833333333,,,,,,,,,,2.8375,3.825,4.78333333333,4.92916666667,6.12916666667,6.87916666667,115.870833333,119.983333333,154.404166667,175.608333333,131.0125,102.1625,0.0,,,,,,,,
2013-01-16,0.483333333333,4.95,2.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0206666666667,0.0250833333333,0.0439583333333,,,,,,,,,,4.4375,3.05416666667,5.23333333333,4.3125,4.59166666667,3.5125,114.175,189.958333333,132.245833333,183.8875,147.25,156.045833333,0.0,26.8,16.4,25.6,732.0,755.0,744.0,15.5,5.4
2013-01-17,0.454166666667,6.61666666667,2.575,,,,,,,,,,,,,,,,,,,,,,,,,0.0226666666667,0.021,0.0413333333333,,,,,,,,,,4.37916666667,3.8625,6.48333333333,4.0375,5.60833333333,4.7375,134.6125,146.354166667,139.470833333,114.554166667,147.333333333,131.1,0.0,,,,,,,,
2013-01-18,0.6,3.11666666667,3.8375,,,,,,,,,,,,,,,,,,,,,,,,,0.0205833333333,0.0247083333333,0.041625,,,,,,,,,,5.0125,5.95416666667,7.59166666667,5.87083333333,5.025,3.02083333333,123.045833333,139.575,172.083333333,140.3625,173.941666667,164.529166667,0.0,,,,,,,,
2013-01-19,0.468181818182,3.00833333333,2.975,,,,,,,,,,,,,,,,,,,,,,,,,0.0183636363636,0.0265454545455,0.0439545454545,,,,,,,,,,6.77083333333,2.85,4.275,5.05,4.6375,5.05833333333,130.520833333,164.5125,78.5,131.55,66.9375,108.241666667,0.0,,,,,,,,
2013-01-20,0.433333333333,2.62,2.25,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.024,0.0438333333333,,,,,,,,,,4.275,3.90833333333,4.06666666667,5.40833333333,6.90833333333,5.5125,114.375,199.158333333,191.3125,151.45,84.9875,106.866666667,0.0,,,,,,,,
2013-01-21,0.441666666667,5.91666666667,1.3125,,,,,,,,,,,,,,,,,,,,,,,,,0.022625,0.0200833333333,0.04975,,,,,,,,,,5.1,2.125,4.46666666667,3.19583333333,4.04583333333,3.4375,171.379166667,224.470833333,143.020833333,130.7375,157.266666667,118.825,0.0,,,,,,,,
2013-01-22,0.491666666667,1.25,2.7375,,,,,,,,,,,,,,,,,,,,,,,,,0.0261428571429,0.02225,0.0326666666667,,,,,,,,,,2.40416666667,7.31666666667,4.66666666667,6.80416666667,5.4625,5.975,193.716666667,151.95,100.6125,175.791666667,101.116666667,125.345833333,0.0,30.8,27.2,28.9,747.0,750.0,742.0,12.7,3.3
2013-01-23,0.683333333333,4.19,2.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0127083333333,0.0281904761905,0.0410416666667,,,,,,,,,,2.62083333333,3.85,5.69166666667,6.09166666667,6.0125,4.8125,175.2,100.691666667,230.8125,147.375,111.858333333,96.3291666667,0.0,,,,,,,,
2013-01-24,0.533333333333,6.275,1.82916666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0257083333333,0.0230833333333,0.0429166666667,,,,,,,,,,4.35416666667,3.96666666667,4.925,5.225,5.32916666667,7.175,105.55,157.4,149.608333333,182.241666667,94.95,132.195833333,0.0,,,,,,,,
2013-01-25,0.441666666667,4.38421052632,3.14583333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0265,0.0222916666667,0.0362916666667,,,,,,,,,,4.15,3.69583333333,3.30416666667,5.32916666667,5.14166666667,5.6625,137.5,148.254166667,173.266666667,145.75,127.045833333,98.0041666667,0.0,,,,,,,,
2013-01-26,0.508695652174,6.725,2.725,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0263043478261,0.0334347826087,,,,,,,,,,3.20833333333,3.53333333333,2.99166666667,4.45833333333,6.30833333333,5.39166666667,131.975,149.329166667,240.741666667,148.4125,96.8791666667,172.9125,0.0,,,,,,,,
2013-01-27,0.475,7.61363636364,2.40909090909,,,,,,,,,,,,,,,,,,,,,,,,,0.0260416666667,0.0223333333333,0.0440833333333,,,,,,,,,,4.52916666667,2.03333333333,4.47083333333,4.84166666667,6.325,3.32916666667,140.1875,130.2,147.508333333,83.4625,124.425,173.695833333,0.0,,,,,,,,
2013-01-28,0.379166666667,10.9875,3.0,0.63,1.0,0.0,0.24,0.64,0.06,0.0,0.1,0.24,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243333333333,0.0196666666667,0.0501666666667,0.72,0.0,2.24,0.24,0.24,0.0,0.27,0.0,0.0,3.60416666667,3.58333333333,4.825,6.06666666667,6.225,3.24583333333,134.495833333,135.216666667,172.85,101.754166667,85.2,177.0,0.0,28.0,26.2,27.2,747.0,739.0,747.0,7.6,3.3
2013-01-29,0.541666666667,4.17777777778,3.125,,,,,,,,,,,,,,,,,,,,,,,,,0.0253636363636,0.0218695652174,0.0309166666667,,,,,,,,,,3.36666666667,2.17083333333,4.60833333333,5.2125,9.0625,4.1875,153.404166667,204.633333333,134.795833333,115.879166667,104.6375,115.695833333,0.0,,,,,,,,
2013-01-30,0.466666666667,2.65416666667,3.24210526316,,,,,,,,,,,,,,,,,,,,,,,,,0.0220833333333,,0.0520416666667,,,,,,,,,,3.52083333333,5.625,5.63333333333,5.94583333333,4.9125,4.99583333333,178.529166667,94.9166666667,171.225,92.1541666667,139.145833333,128.883333333,0.0,,,,,,,,
2013-01-31,0.516666666667,4.2875,0.982352941176,,,,,,,,,,,,,,,,,,,,,,,,,0.0255416666667,,0.0416666666667,,,,,,,,,,4.16666666667,2.55416666667,3.55833333333,4.45833333333,7.06666666667,3.43333333333,159.120833333,134.691666667,203.745833333,113.895833333,171.779166667,137.045833333,0.0,,,,,,,,
2013-02-01,0.470833333333,3.84583333333,1.86666666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0240416666667,0.0203,0.0433333333333,,,,,,,,,,3.675,3.35416666667,5.33333333333,8.89583333333,5.19583333333,3.98333333333,91.2666666667,159.195833333,101.504166667,118.291666667,123.508333333,129.504166667,0.0,,,,,,,,
2013-02-02,0.565217391304,2.68333333333,3.27916666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0189130434783,0.0293043478261,0.0388695652174,,,,,,,,,,4.27083333333,4.97083333333,5.3125,5.64583333333,7.1875,4.97083333333,164.641666667,121.333333333,113.325,201.341666667,183.070833333,117.908333333,0.0,,,,,,,,
2013-02-03,0.504166666667,6.15909090909,1.86818181818,,,,,,,,,,,,,,,,,,,,,,,,,0.02225,0.019625,0.0366666666667,,,,,,,,,,4.75416666667,2.65833333333,3.82083333333,6.45416666667,4.94166666667,4.42916666667,124.3125,142.654166667,116.033333333,69.5375,158.058333333,153.516666667,0.0,25.7,6.0,30.0,735.0,758.0,740.0,9.1,7.1
2013-02-04,0.445833333333,4.79090909091,2.8375,,,,,,,,,,,,,,,,,,,,,,,,,0.0266666666667,0.0304166666667,0.046125,,,,,,,,,,3.07916666667,5.575,5.7625,6.9375,6.7125,6.0125,193.533333333,174.4875,109.816666667,150.054166667,146.891666667,82.4041666667,0.0,,,,,,,,
2013-02-05,0.429166666667,7.72916666667,2.65,,,,,,,,,,,,,,,,,,,,,,,,,0.0209166666667,0.0265416666667,0.0459583333333,,,,,,,,,,4.9,3.125,5.125,5.65416666667,6.17916666667,7.70416666667,162.495833333,174.204166667,112.679166667,149.5375,126.2125,87.1583333333,0.0,,,,,,,,
2013-02-06,0.4,3.4125,1.62916666667,,,,,,,,,,,,,,,,,,,,,,,,,0.018125,0.0232083333333,0.0448333333333,,,,,,,,,,4.01666666667,4.125,4.30833333333,5.97083333333,4.9875,6.97083333333,113.195833333,158.35,175.920833333,149.275,131.145833333,95.8625,0.0,,,,,,,,
2013-02-07,0.520833333333,11.1047619048,3.15833333333,,,,,,,,,,,,,,,,,,,,,,,,,0.01875,0.02525,0.043,,,,,,,,,,3.33333333333,4.025,4.32083333333,7.11666666667,5.1875,4.24583333333,128.8625,149.654166667,129.754166667,183.383333333,164.5375,207.745833333,0.0,,,,,,,,
2013-02-08,0.408333333333,3.53333333333,4.30416666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0286666666667,0.0269583333333,0.045125,,,,,,,,,,4.64583333333,4.77916666667,6.05,6.225,3.97083333333,5.05,160.7,137.058333333,108.475,169.858333333,146.016666667,124.15,0.0,,,,,,,,
2013-02-09,0.5,3.52083333333,3.00833333333,0.69,0.58,0.08,0.16,0.62,0.05,0.01,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170869565217,0.0220434782609,0.0404782608696,0.72,1.08,1.89,0.24,0.32,0.0,0.36,0.08,0.0,3.95833333333,3.00833333333,4.75833333333,6.87916666667,5.33333333333,5.25416666667,199.1375,140.891666667,155.558333333,189.9875,76.4333333333,112.479166667,0.0,28.3,3.6,28.9,746.0,746.0,749.0,4.0,6.9
2013-02-10,0.479166666667,4.64090909091,2.49090909091,,,,,,,,,,,,,,,,,,,,,,,,,0.0194166666667,0.0203333333333,0.041625,,,,,,,,,,4.56666666667,3.3375,5.89166666667,5.59583333333,6.34166666667,4.81666666667,154.020833333,170.866666667,164.354166667,132.658333333,96.0708333333,112.379166667,0.0,,,,,,,,
2013-02-11,0.45,3.915,1.3375,,,,,,,,,,,,,,,,,,,,,,,,,0.0254166666667,0.0241666666667,0.03575,,,,,,,,,,4.425,2.42916666667,4.74166666667,6.5,5.6,6.70833333333,115.3625,119.129166667,248.370833333,137.5125,143.8875,85.9458333333,0.0,,,,,,,,
2013-02-12,0.395833333333,5.5,2.9625,,,,,,,,,,,,,,,,,,,,,,,,,0.0205833333333,0.0247916666667,0.0372916666667,,,,,,,,,,2.25416666667,3.47083333333,8.49583333333,4.625,5.7,6.07083333333,137.116666667,210.854166667,183.816666667,172.966666667,162.883333333,111.145833333,0.0,,,,,,,,
2013-02-13,0.4125,5.24583333333,2.54166666667,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0184166666667,0.04275,,,,,,,,,,3.53333333333,4.9125,4.03333333333,5.17083333333,6.24166666667,4.87083333333,147.35,118.4,124.604166667,164.758333333,113.55,131.716666667,0.0,,,,,,,,
2013-02-14,0.575,2.97916666667,3.37083333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,0.0185416666667,0.0499166666667,,,,,,,,,,5.60833333333,3.55416666667,4.53333333333,5.425,5.93333333333,4.14166666667,108.845833333,184.816666667,136.404166667,73.6791666667,103.891666667,96.85,0.0,,,,,,,,
2013-02-15,0.508333333333,3.5125,3.76666666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0187916666667,0.0322727272727,0.0370416666667,,,,,,,,,,4.35,5.5125,4.02916666667,6.83333333333,5.70833333333,7.85416666667,127.004166667,183.391666667,127.991666667,165.008333333,140.766666667,127.908333333,0.0,26.1,30.9,17.2,735.0,747.0,752.0,4.3,11.2
2013-02-16,0.463636363636,2.61666666667,4.225,,,,,,,,,,,,,,,,,,,,,,,,,0.0141818181818,0.0244545454545,0.0402272727273,,,,,,,,,,5.02916666667,2.58333333333,4.32083333333,6.58333333333,6.8,6.62083333333,140.7875,174.666666667,117.466666667,106.004166667,66.6208333333,131.666666667,0.0,,,,,,,,
2013-02-17,0.604166666667,6.915,3.015,,,,,,,,,,,,,,,,,,,,,,,,,0.0256666666667,0.0211666666667,0.0485416666667,,,,,,,,,,4.1625,3.89583333333,4.425,5.99583333333,5.04583333333,3.84583333333,166.029166667,184.783333333,125.225,174.6875,141.620833333,133.470833333,0.0,,,,,,,,
2013-02-18,0.495833333333,2.38333333333,1.27083333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0204583333333,0.0189583333333,0.0414583333333,,,,,,,,,,3.17916666667,3.52916666667,4.00416666667,6.23333333333,7.2625,4.84166666667,186.916666667,120.979166667,151.404166667,140.475,170.470833333,125.3375,0.0,,,,,,,,
2013-02-19,0.458333333333,4.18333333333,3.04166666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0137083333333,0.0225833333333,0.0410416666667,,,,,,,,,,4.40833333333,4.84583333333,5.44166666667,6.41666666667,3.8,5.00833333333,133.033333333,139.975,136.0,115.275,132.35,95.3708333333,0.0,,,,,,,,
2013-02-20,0.425,5.62727272727,2.3125,,,,,,,,,,,,,,,,,,,,,,,,,0.017875,0.0257916666667,0.0439583333333,,,,,,,,,,5.95,1.85416666667,4.825,5.62916666667,7.40416666667,6.37083333333,186.170833333,196.9875,226.129166667,155.670833333,154.804166667,119.904166667,0.0,,,,,,,,
2013-02-21,0.429166666667,10.3555555556,3.49166666667,0.57,0.62,0.0,0.08,0.59,0.04,0.0,0.1,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158636363636,0.0294583333333,0.0345416666667,0.32,0.72,0.98,0.16,0.16,0.0,0.0,0.0,0.0,2.68333333333,4.00416666667,6.22083333333,6.30833333333,3.85416666667,7.42083333333,222.891666667,165.704166667,121.133333333,106.066666667,142.020833333,140.858333333,0.0,23.9,28.6,15.0,747.0,736.0,752.0,9.4,6.7
2013-02-22,0.5625,5.02916666667,2.9625,,,,,,,,,,,,,,,,,,,,,,,,,0.0195833333333,0.022625,0.031625,,,,,,,,,,3.8,3.83333333333,3.66666666667,5.2625,5.77083333333,4.06666666667,172.745833333,109.770833333,154.2625,182.333333333,136.541666667,141.108333333,0.0,,,,,,,,
2013-02-23,0.35652173913,8.2125,2.625,,,,,,,,,,,,,,,,,,,,,,,,,0.015347826087,0.0307391304348,0.0369130434783,,,,,,,,,,3.7,3.5875,5.07083333333,5.1,6.2375,5.55416666667,120.779166667,170.504166667,149.816666667,154.558333333,97.5083333333,117.683333333,0.0,,,,,,,,
2013-02-24,0.433333333333,6.60909090909,3.52727272727,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,0.0273333333333,0.0375833333333,,,,,,,,,,3.8,2.84583333333,5.37916666667,5.225,4.19166666667,5.07916666667,179.095833333,168.833333333,113.3125,129.054166667,93.4625,123.458333333,0.0,,,,,,,,
2013-02-25,0.479166666667,6.40952380952,3.2375,,,,,,,,,,,,,,,,,,,,,,,,,0.0179583333333,0.0275833333333,0.035625,,,,,,,,,,3.65,7.325,5.77916666667,6.47083333333,5.39166666667,6.42083333333,159.983333333,187.479166667,162.070833333,142.975,135.845833333,203.125,0.0,,,,,,,,
2013-02-26,0.465217391304,1.72083333333,3.50434782609,,,,,,,,,,,,,,,,,,,,,,,,,0.0255416666667,0.0254583333333,0.0347826086957,,,,,,,,,,5.17083333333,3.85833333333,5.6125,6.32916666667,6.80416666667,4.57083333333,187.666666667,156.433333333,97.4,166.420833333,157.375,162.8125,0.0,,,,,,,,
2013-02-27,0.366666666667,3.62916666667,2.95833333333,0.0,0.52,0.0,0.16,0.79,0.06,0.01,0.08,0.23,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215833333333,0.0279166666667,0.0350833333333,0.4,0.9,1.26,0.16,0.16,0.0,0.09,0.0,0.0,5.92916666667,5.60833333333,4.6,5.3375,7.1875,5.4375,154.191666667,147.404166667,158.475,176.433333333,172.554166667,165.491666667,0.0,21.5,,21.1,736.0,,750.0,8.8,
2013-02-28,0.420833333333,2.92916666667,1.32083333333,,,,,,,,,,,,,,,,,,,,,,,,,0.018125,0.0280833333333,0.0360416666667,,,,,,,,,,3.76666666667,4.41666666667,4.58333333333,4.84166666667,6.24166666667,4.92916666667,169.395833333,134.354166667,139.7,66.7791666667,157.433333333,108.0,0.0,,,,,,,,
2013-03-01,0.541666666667,3.55833333333,5.17916666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0216666666667,0.0256666666667,0.0354583333333,,,,,,,,,,5.28333333333,2.4347826087,4.84166666667,6.04583333333,3.76086956522,5.72173913043,102.075,121.491304348,141.5875,97.5,180.608695652,178.230434783,0.0,,21.0,,,751.0,,,5.5
2013-03-02,0.5,4.28333333333,1.65833333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0177826086957,0.0292608695652,0.0297391304348,,,,,,,,,,3.04166666667,2.72083333333,6.25416666667,6.6,4.96666666667,6.0,118.691666667,150.6375,167.8875,106.729166667,148.220833333,154.225,0.000416666666667,,,,,,,,
2013-03-03,0.458333333333,3.84090909091,2.63636363636,,,,,,,,,,,,,,,,,,,,,,,,,0.0217083333333,0.0290833333333,0.0417083333333,,,,,,,,,,2.85416666667,4.11666666667,4.35416666667,5.2625,5.4625,7.0,186.8875,193.145833333,139.333333333,145.204166667,219.1875,126.754166667,0.00166666666667,,,,,,,,
2013-03-04,0.533333333333,9.86666666667,2.21666666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0206666666667,0.0274166666667,0.033375,,,,,,,,,,4.94166666667,2.95416666667,3.00833333333,7.25,5.55,6.29166666667,155.008333333,167.05,171.15,186.066666667,111.229166667,124.25,0.000416666666667,,,,,,,,
2013-03-05,0.5625,4.025,3.5875,1.11,1.18,0.0,0.56,0.71,0.08,0.03,0.09,0.21,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0211666666667,0.0294166666667,0.0395833333333,0.0,1.5,3.36,0.0,0.0,0.0,0.72,0.16,0.0,3.25416666667,3.92916666667,4.07083333333,5.3125,6.1,4.41666666667,154.533333333,147.0125,147.7875,141.558333333,128.329166667,109.5625,0.000416666666667,17.5,20.2,21.7,743.0,740.0,747.0,8.1,4.3
2013-03-06,0.4875,4.59583333333,2.9875,,,,,,,,,,,,,,,,,,,,,,,,,0.019625,0.0272083333333,0.0365833333333,,,,,,,,,,2.9375,4.42916666667,5.20416666667,4.6125,7.22083333333,5.6125,217.975,141.904166667,146.708333333,189.1,153.491666667,109.5625,0.000833333333333,,,,,,,,
2013-03-07,0.420833333333,7.9,3.50833333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0174583333333,0.0316666666667,0.041,,,,,,,,,,5.125,4.02916666667,5.18333333333,4.8625,7.9875,5.4375,162.916666667,149.491666667,139.129166667,142.395833333,118.129166667,119.075,0.000833333333333,,,,,,,,
2013-03-08,0.5125,4.025,3.475,,,,,,,,,,,,,,,,,,,,,,,,,0.0265416666667,0.0298333333333,0.0327916666667,,,,,,,,,,6.22083333333,3.20833333333,5.04166666667,6.14166666667,5.60416666667,5.34166666667,149.266666667,127.004166667,187.4625,229.541666667,133.0375,163.5875,0.0,,,,,,,,
2013-03-09,0.447826086957,3.02857142857,1.675,,,,,,,,,,,,,,,,,,,,,,,,,0.0131904761905,0.027652173913,0.0383043478261,,,,,,,,,,4.41818181818,3.10416666667,6.27916666667,4.8875,7.02083333333,7.01666666667,141.759090909,207.2875,144.216666667,144.058333333,163.15,173.779166667,0.000833333333333,,,,,,,,
2013-03-10,0.416666666667,4.50909090909,1.27727272727,,,,,,,,,,,,,,,,,,,,,,,,,0.0170833333333,0.0255833333333,0.04,,,,,,,,,,5.08333333333,3.56666666667,4.86666666667,5.63333333333,7.25416666667,3.14166666667,190.041666667,165.391666667,144.116666667,151.3125,111.108333333,170.791666667,0.00125,,,,,,,,
2013-03-11,0.466666666667,4.265,1.37083333333,0.54,0.72,0.0,0.0,0.7,0.05,0.01,0.09,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02275,0.029,0.0298333333333,0.0,1.08,2.03,0.0,0.0,0.0,0.36,0.0,0.0,5.56666666667,6.55833333333,3.73333333333,6.66666666667,6.9375,3.50833333333,133.633333333,90.5458333333,204.129166667,158.75,112.5375,189.570833333,0.0,16.2,29.8,28.9,732.0,748.0,743.0,9.4,12.4
2013-03-12,0.5125,4.70416666667,1.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0254583333333,0.0337826086957,0.0320416666667,,,,,,,,,,5.3,4.94583333333,5.175,7.75833333333,6.21666666667,6.125,132.433333333,194.2875,113.8375,117.375,119.35,136.15,0.000833333333333,,,,,,,,
2013-03-13,0.5125,3.89090909091,2.22916666667,,,,,,,,,,,,,,,,,,,,,,,,,0.0219090909091,0.0272608695652,0.0397916666667,,,,,,,,,,4.225,3.25416666667,4.14583333333,5.85,6.77916666667,6.71666666667,149.05,145.9625,219.645833333,192.683333333,136.25,137.004166667,0.000869565217391,,,,,,,,
2013-03-14,0.379166666667,3.72916666667,2.65833333333,,,,,,,,,,,,,,,,,,,,,,,,,0.0262916666667,0.0296,0.05,,,,,,,,,,5.13333333333,2.79583333333,3.32272727273,6.6625,8.56666666667,6.01666666667,189.733333333,127.620833333,191.631818182,177.779166667,149.404166667,128.675,0.000833333333333,,,,,,,,
2013-03-15,0.454166666667,3.53157894737,4.00833333333,,,,,,,,,,,,,,,,,,,,,,,,,0.019875,0.0284583333333,0.0299166666667,,,,,,,,,,3.0125,5.12916666667,5.00416666667,7.24583333333,6.06666666667,6.10833333333,137.775,125.204166667,131.629166667,158.275,126.325,171.454166667,0.000833333333333,,,,,,,,
