,42401_0069,42603_0069,42603_0075,42603_0087,43205_0069,43206_0069,43218_0069,43233_0069,43802_0069,43803_0069,43804_0069,43811_0069,43814_0069,43815_0069,43817_0069,43818_0069,43819_0069,43820_0069,43824_0069,43826_0069,43829_0069,43830_0069,43831_0069,43843_0069,43860_0069,44201_0069,44201_0075,44201_0087,45109_0069,45201_0069,45202_0069,45203_0069,45204_0069,45207_0069,45208_0069,45220_0069,45801_0069,61103_0069,61103_0075,61103_0087,61104_0069,61104_0075,61104_0087,63301_0069,68105_0050,68105_0069,68108_0050,68108_0069,88101_0050,88101_0069
0,1.08333333333,26.2916666667,28.2916666667,6.9125,1.62227272727,2.68181818182,0.322727272727,0.298636363636,0.0811111111111,0.01,0.0872222222222,0.307222222222,0.01,0.0122222222222,0.0891666666667,0.01,0.01,0.01,0.145833333333,0.01,0.02,0.02,0.02,0.01,0.01,0.045,0.038,0.061,1.77818181818,1.19636363636,4.05045454545,0.532272727273,0.792272727273,0.222727272727,1.51090909091,0.265,0.03,6.0125,5.90833333333,5.05,129.208333333,172.5,153.75,0.0,21.6,25.9,749.0,748.0,10.5,16.4
1,1.04545454545,23.7142857143,37.619047619,6.65238095238,1.4875,3.945,0.34,0.187,0.0588888888889,0.01,0.0861111111111,0.302777777778,0.01,0.0119444444444,0.1025,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.049,0.043,0.04,1.681,1.2545,3.853,0.4675,0.58,0.2255,0.957,0.2475,0.03,5.17083333333,4.26666666667,4.54166666667,160.083333333,166.208333333,155.075,0.0,21.75,24.9,754.0,747.0,7.05,23.4
2,1.04166666667,42.5833333333,20.3333333333,5.89,1.67882352941,2.35294117647,0.347058823529,0.126470588235,0.0633333333333,0.01,0.0841666666667,0.303333333333,0.01,0.0116666666667,0.0941666666667,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.046,0.052,0.048,1.14470588235,1.12647058824,4.17117647059,0.291764705882,0.454705882353,0.248823529412,0.858823529412,0.0635294117647,0.03,5.52083333333,5.125,3.37142857143,131.333333333,146.166666667,168.995238095,0.0,23.9,18.4,749.5,744.0,8.05,23.9
3,1.08695652174,23.6956521739,24.0869565217,7.10869565217,2.00409090909,2.03636363636,0.345454545455,0.149090909091,0.0677777777778,0.01,0.0822222222222,0.303888888889,0.01,0.0113888888889,0.0858333333333,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.04,0.045,0.045,0.958636363636,0.986818181818,2.57727272727,0.268636363636,0.388181818182,0.324090909091,0.792272727273,0.0713636363636,0.03,6.53913043478,7.34782608696,4.80588235294,172.173913043,205.956521739,151.629411765,0.0,15.4,30.8,754.0,753.0,6.65,23.7
4,1.40909090909,49.8571428571,14.619047619,7.02142857143,2.53590909091,2.61818181818,0.440909090909,0.249545454545,0.0722222222222,0.01,0.0802777777778,0.304444444444,0.01,0.0111111111111,0.0775,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.044,0.045,0.034,1.70363636364,1.18090909091,5.40818181818,0.554090909091,0.721363636364,0.412727272727,0.638181818182,0.164090909091,0.03,5.27083333333,5.57916666667,8.61111111111,168.416666667,118.75,122.344444444,0.0,15.9,30.2,756.0,742.0,6.45,24.0
5,1.0,16.625,16.5,5.53333333333,2.47928571429,2.45,0.421428571429,0.167142857143,0.0766666666667,0.01,0.0783333333333,0.305,0.01,0.0108333333333,0.0691666666667,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.044,0.053,0.041,2.79642857143,1.19928571429,4.12428571429,0.736428571429,0.847142857143,0.161428571429,0.637857142857,0.13,0.03,5.27916666667,3.34583333333,5.25882352941,53.5,154.833333333,81.7941176471,0.0,5.05,7.2,754.5,743.0,8.35,6.6
6,1.04166666667,18.9166666667,21.6666666667,4.46666666667,2.40222222222,2.77222222222,0.244444444444,0.115909090909,0.0811111111111,0.01,0.0763888888889,0.305555555556,0.01,0.0105555555556,0.0608333333333,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.056,0.058,0.047,0.967272727273,0.973636363636,2.91818181818,0.273636363636,0.379545454545,0.255909090909,0.871818181818,0.211363636364,0.03,3.77916666667,6.40833333333,5.3375,151.166666667,215.291666667,128.370833333,0.0,14.45,9.1,751.0,741.0,5.45,8.6
7,1.25,20.625,22.625,6.78333333333,2.21636363636,1.71818181818,0.363636363636,0.224090909091,0.0855555555556,0.01,0.0744444444444,0.306111111111,0.01,0.0102777777778,0.0525,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.043,0.058,0.046,1.23136363636,1.12590909091,3.65272727273,0.398181818182,0.616818181818,0.628181818182,0.749545454545,0.0818181818182,0.03,4.07083333333,4.7,4.85833333333,190.041666667,155.416666667,127.858333333,0.0,15.05,8.1,755.0,761.0,9.1,4.5
8,0.545454545455,51.7142857143,20.7142857143,5.89523809524,1.3105,2.325,0.425,0.281,0.09,0.01,0.0808333333333,0.305833333333,0.01,0.01,0.055,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.044,0.061,0.06,2.1915,1.545,5.5035,0.683,0.926,0.4265,1.459,0.0435,0.03,4.33333333333,6.475,3.87083333333,179.875,143.458333333,159.704166667,0.0,24.15,21.1,749.5,754.0,5.55,8.0
9,1.16666666667,25.0833333333,17.5833333333,7.64166666667,2.21380952381,2.57142857143,0.461904761905,0.210476190476,0.0833333333333,0.01,0.0854166666667,0.31,0.01,0.01,0.0541666666667,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.038,0.048,0.074,2.06238095238,1.37476190476,4.11238095238,0.612857142857,0.745714285714,0.461904761905,1.12761904762,0.0271428571429,0.03,4.99166666667,4.87083333333,4.29166666667,187.291666667,181.125,145.7,0.0,25.8,21.1,759.5,754.0,10.1,12.4
10,1.20833333333,29.6666666667,26.0,7.12083333333,1.79590909091,2.07727272727,0.681818181818,0.346363636364,0.0766666666667,0.01,0.09,0.314166666667,0.01,0.01,0.0533333333333,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.038,0.052,0.053,3.14227272727,1.86590909091,6.54636363636,1.03272727273,1.32545454545,0.353181818182,1.28590909091,0.0768181818182,0.03,5.42083333333,3.14583333333,3.42916666667,114.625,203.75,146.625,0.0,25.7,33.3,756.5,760.0,8.3,11.2
