site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840480290677,0,10,20110801T0000-0600,43801,1440,8640,.54,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20111111T0000-0600,43801,1440,8640,.5,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110714T0000-0600,43801,1440,8640,.68,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110515T0000-0600,43801,1440,8640,.61,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110608T0000-0600,43801,1440,8640,.61,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110527T0000-0600,43801,1440,8640,.94,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111205T0000-0600,43801,1440,8640,.54,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20111105T0000-0600,43801,1440,8640,.48,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110214T0000-0600,43801,1440,8640,.65,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110807T0000-0600,43801,1440,8640,.77,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110620T0000-0600,43801,1440,8640,.65,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110924T0000-0600,43801,1440,8640,.61,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110304T0000-0600,43801,1440,8640,.93,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110726T0000-0600,43801,1440,8640,.61,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111012T0000-0600,43801,1440,8640,.53,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110322T0000-0600,43801,1440,8640,.68,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110310T0000-0600,43801,1440,8640,.66,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111018T0000-0600,43801,1440,8640,.67,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111123T0000-0600,43801,1440,8640,.52,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110226T0000-0600,43801,1440,8640,.66,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111229T0000-0600,43801,1440,8640,.52,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110121T0000-0600,43801,1440,8640,.63,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110602T0000-0600,43801,1440,8640,.65,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110328T0000-0600,43801,1440,8640,.71,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110813T0000-0600,43801,1440,8640,.81,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110415T0000-0600,43801,1440,8640,.77,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111217T0000-0600,43801,1440,8640,.54,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110906T0000-0600,43801,1440,8640,.47,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110421T0000-0600,43801,1440,8640,.87,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110115T0000-0600,43801,1440,8640,.76,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110825T0000-0600,43801,1440,8640,1.06,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110708T0000-0600,43801,1440,8640,.66,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110220T0000-0600,43801,1440,8640,.62,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110109T0000-0600,43801,1440,8640,.63,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110103T0000-0600,43801,1440,8640,1.35,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110626T0000-0600,43801,1440,8640,.63,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110702T0000-0600,43801,1440,8640,.61,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110521T0000-0600,43801,1440,8640,1.15,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110127T0000-0600,43801,1440,8640,.54,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110614T0000-0600,43801,1440,8640,.64,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110819T0000-0600,43801,1440,8640,.56,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110720T0000-0600,43801,1440,8640,1.03,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110409T0000-0600,43801,1440,8640,.64,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110427T0000-0600,43801,1440,8640,.72,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110912T0000-0600,43801,1440,8640,.57,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110316T0000-0600,43801,1440,8640,.91,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110403T0000-0600,43801,1440,8640,.84,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110503T0000-0600,43801,1440,8640,.73,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20110509T0000-0600,43801,1440,8640,.88,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111223T0000-0600,43801,1440,8640,.55,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20110918T0000-0600,43801,1440,8640,.63,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111211T0000-0600,43801,1440,8640,.56,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
840480290677,0,10,20111024T0000-0600,43801,1440,8640,.78,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,
840480290677,0,10,20111030T0000-0600,43801,1440,8640,.49,078,0,1,29.423944,-98.580499,WGS84,221,175,1,.1,,V
END OF FILE
