,principal_comp_0,principal_comp_1,principal_comp_2,principal_comp_3,principal_comp_4,principal_comp_5,principal_comp_6,principal_comp_7,principal_comp_8,principal_comp_9,target_t+3,target_t+0
0,-0.810795426369,1.26014554501,1.71704125404,-1.33232879639,0.737512111664,2.05796098709,2.19097352028,1.77011573315,0.190784230828,0.342006832361,0.033,0.027
1,-0.798210084438,1.33265662193,-1.12025499344,-0.42041388154,-0.0364986620843,-0.359647482634,0.158853068948,0.341517180204,0.528010427952,-0.524312078953,0.031,0.045
2,-0.824328899384,0.871321976185,0.831403315067,-0.306766927242,-1.35568809509,1.14443552494,-0.960719466209,0.905360639095,0.895252168179,4.86078310013,0.049,0.028
3,-0.837372899055,0.902851939201,1.63138222694,-0.445669949055,-0.294681847095,1.02374279499,-0.924709677696,0.826640725136,2.42558908463,1.58476960659,0.046,0.033
4,-0.800281345844,1.14085733891,-0.434955179691,-0.784277737141,-0.594290494919,0.343396782875,1.11719918251,1.37935686111,1.14373111725,-0.148729383945,0.02,0.031
5,-0.810096859932,1.16653883457,-0.976338207722,-0.12275647372,-0.0892068818212,-0.484735786915,-0.703504383564,0.969443976879,0.463543921709,1.24165904522,0.028,0.049
6,-0.805638670921,1.23243963718,-0.955826342106,-0.871746599674,0.887090027332,0.910870075226,-0.734748005867,1.7291226387,-0.976498663425,-0.521737217903,0.027,0.046
7,-0.877843677998,-1.12383627892,0.875843703747,-1.09725320339,-0.620592653751,0.00648877583444,1.92960309982,1.86857008934,-0.169478908181,-0.541520118713,0.023,0.02
8,-0.860178470612,-0.574416995049,-0.0806115791202,-1.54904341698,0.592551290989,0.0511400103569,0.167541518807,1.27807438374,0.890429317951,-0.993908703327,0.04,0.028
9,-0.885485231876,-1.3235296011,0.00255236332305,-0.895901858807,-0.591729342937,-0.0381283015013,1.2439674139,1.59649121761,0.143336832523,-0.258475005627,0.036,0.027
10,-0.866438090801,-0.875280082226,0.1804767102,-1.29687869549,-0.30012229085,1.80981051922,1.56624126434,2.43667125702,-0.0990784689784,-1.34330391884,0.044,0.023
11,-0.855305254459,0.453532367945,1.45282793045,-0.155289545655,-0.0737667158246,0.249089464545,-0.279106348753,1.21231138706,0.0233820732683,-0.458577603102,0.036,0.04
12,-0.837813019753,0.733687400818,1.03706336021,-0.890595197678,0.647065043449,0.970759987831,0.333687663078,1.6850310564,0.509849786758,0.790478527546,0.024,0.036
13,-0.841550767422,0.309075474739,-0.27657687664,-1.28514015675,1.64394783974,4.08788490295,2.87525105476,2.73482823372,0.779531180859,0.790449619293,0.041,0.044
14,-0.844313204288,0.144589245319,-0.142921373248,-0.622451364994,-0.298724740744,0.461942106485,-0.310724973679,-0.296665668488,-0.260864198208,-1.36929392815,0.044,0.036
15,-0.895031929016,-1.34130382538,0.992192864418,-0.519933640957,-1.23543345928,0.296245127916,1.72848892212,-0.58189201355,-0.848217725754,-0.288141578436,0.037,0.024
16,-0.754610717297,2.70023870468,-0.572815418243,-0.427502185106,-0.300283581018,0.260725438595,0.0909376516938,-1.05596339703,0.508565425873,1.4152700901,0.056,0.041
17,-0.7433334589,2.97082591057,-0.749578177929,-0.49652042985,0.0157303456217,1.38731312752,-0.55011844635,-0.290087372065,-1.23343217373,-0.737992942333,0.042,0.044
18,-0.797944962978,1.11733710766,-1.05216288567,-0.859534740448,-0.0790430828929,0.410391181707,1.13791787624,-0.335979908705,-0.331963002682,0.853620231152,0.043,0.037
19,-0.819104909897,1.11524200439,-1.06939804554,0.352778226137,-0.287157773972,0.774812936783,0.251382231712,-0.581973135471,-1.4247405529,-0.744717776775,0.037,0.056
20,-0.798690080643,1.50004351139,-0.60896641016,-0.564384698868,0.00463627977297,1.0914580822,-0.81504458189,-0.869555294514,-1.4406914711,1.7062497139,0.025,0.042
21,-0.896934986115,-1.276902318,-0.729434430599,-0.848773539066,0.63421356678,1.10039901733,0.550872087479,-0.660982906818,-1.47813284397,-0.366196423769,0.039,0.043
22,-0.864360630512,-0.588873326778,-0.9727627635,-0.557229042053,-0.667871296406,2.18469047546,0.460336983204,-0.320452839136,-0.720705389977,-0.280717879534,0.037,0.037
23,-0.788083195686,1.29078257084,-0.19359485805,-1.42038524151,-0.0280615482479,-0.526570558548,-0.157841041684,-1.1979777813,-0.815951824188,-0.207276880741,0.044,0.025
24,-0.7945099473,1.55447483063,-0.144036307931,-0.516346931458,-0.155240207911,0.334060907364,0.62444537878,-0.566605687141,-0.882455050945,-0.121600061655,0.038,0.039
25,-0.891401708126,-1.01595199108,0.328775078058,-2.35572767258,3.11921095848,-0.279064446688,-0.23510555923,-0.767634809017,-0.49458193779,-0.650542199612,0.033,0.037
26,-0.82324719429,1.07475543022,0.351177066565,-0.908201158047,1.26397418976,-0.305602878332,0.190125092864,-0.80085080862,1.10628330708,-0.450120329857,0.036,0.044
27,-0.820617794991,0.876293301582,-0.0898676365614,-1.58082818985,1.61826384068,0.30155941844,-0.533389508724,-0.619394183159,1.08034467697,-1.46018540859,0.038,0.038
28,-0.883671104908,-1.25757491589,-0.869167149067,-0.944135844707,-0.30229845643,1.57626891136,0.76374578476,0.563495576382,-1.25221335888,-1.09728300571,0.034,0.033
29,-0.856490850449,-0.272803932428,-0.401335895061,-0.35264891386,-0.84439599514,0.0344353206456,0.221083387733,-0.515170514584,0.344318836927,-0.677081286907,0.036,0.036
30,-0.822120785713,0.871361553669,0.0802545696497,-0.618969142437,-0.00354975229129,0.419576764107,0.392135202885,-0.314708501101,1.02885699272,-0.333437412977,0.027,0.038
31,-0.804007589817,1.7132730484,1.25252866745,-0.889357805252,0.396833360195,1.86456871033,-0.876331448555,-0.114638321102,0.229543417692,-1.23870098591,0.026,0.034
32,-0.812071442604,1.45958578587,1.25584447384,-0.364118903875,-0.243686422706,0.753310203552,0.340367823839,-0.360186934471,0.373443067074,-0.58252197504,0.042,0.036
33,-0.799935817719,1.10768425465,-0.295674413443,-1.22245943546,-0.263372629881,0.755881726742,-0.588850617409,-0.449053913355,-0.289092123508,0.564781904221,0.038,0.027
34,-0.816206157207,1.10410761833,0.393515020609,-0.808207273483,-0.906552195549,1.8040317297,-0.12393155694,-0.853373587132,3.03935432434,0.883868277073,0.05,0.026
35,-0.855516076088,0.275474786758,0.296268671751,-0.0550984703004,-0.588886141777,2.14980840683,-0.911316037178,0.189973384142,-1.50741219521,-0.877665579319,0.025,0.042
36,-0.827081203461,0.888138592243,0.337368696928,-0.353752523661,-0.441415280104,1.94032812119,-0.0545662641525,0.285202711821,-0.871353685856,-1.28582429886,0.047,0.038
37,-0.820760428905,1.14702796936,-0.324355632067,-0.222708642483,0.342116653919,2.12589049339,0.12210918963,0.865885913372,-0.606077671051,-1.09578859806,0.036,0.05
38,-0.805202841759,1.288205266,1.21383833885,-0.997592866421,-0.268177419901,0.268874943256,-0.277853786945,0.414111584425,0.356364697218,-0.233431994915,0.064,0.025
39,-0.843248426914,1.14762616158,1.4504750967,0.0468178838491,0.233323603868,1.25829517841,-0.17543682456,0.661958396435,2.11774563789,0.15345031023,0.024,0.047
40,-0.809558272362,1.22300124168,0.255827754736,-0.732753396034,0.0505199208856,0.116349138319,-1.01686775684,0.670079052448,-0.606928050518,-1.30537092686,0.038,0.036
41,-0.840803265572,0.978236794472,-0.0227359682322,0.514977633953,0.716664969921,0.911711156368,1.88513243198,1.23584258556,0.935469985008,-1.04735136032,0.041,0.064
42,-0.804248631001,0.604741334915,-0.728152155876,-2.4976644516,1.62995183468,0.10164090246,1.3887283802,0.993443250656,1.32752692699,0.381760269403,0.046,0.024
43,-0.825381696224,0.293008327484,-1.45792174339,-0.628941118717,-0.541096568108,0.235371768475,0.390209823847,0.368925839663,1.2378745079,-0.25737029314,0.033,0.038
44,-0.870642602444,-0.710571050644,-0.897156119347,-1.47000718117,1.52886295319,-1.03256094456,-0.23942682147,-0.302648663521,1.00678241253,-0.247314676642,0.027,0.041
45,-0.831050157547,0.244313582778,-1.64376151562,-0.915704607964,0.761198580265,0.900849461555,1.77733123302,0.805537164211,0.129778131843,-0.817406833172,0.027,0.046
46,-0.830953419209,0.540153682232,0.0651641488075,-0.931130170822,0.0182083360851,-0.177730634809,-0.54512321949,-0.320524603128,1.83646523952,-1.20725882053,0.055,0.033
47,-0.790260612965,1.42583179474,0.222100123763,-1.37607705593,0.29770219326,-0.668026924133,0.480751872063,0.234075978398,0.68599909544,-0.287180513144,0.049,0.027
48,-0.827988088131,0.814078211784,1.90918338299,-1.45994269848,1.07470417023,0.978418946266,1.67692530155,1.58204317093,-0.0974683091044,-0.844124913216,0.023,0.027
49,-0.846049666405,1.30765414238,1.7973177433,0.956062972546,-0.385325968266,0.570434093475,-0.0571078807116,-0.0297377910465,0.485389918089,-0.633319079876,0.032,0.055
50,-0.847005903721,0.870688438416,1.27851843834,0.317511320114,-0.067531786859,1.50655996799,1.16759777069,0.305769950151,-0.990868449211,-0.830630242825,0.031,0.049
51,-0.816232025623,1.03950071335,1.17572689056,-0.920305550098,-0.696538090706,0.521060407162,-0.622977674007,-1.666451931,1.78649747372,-1.72128021717,0.047,0.023
52,-0.798182010651,1.25194633007,-0.192500159144,-0.584704875946,-0.772080183029,0.0368989259005,1.10677611828,-0.879981994629,0.282174438238,-0.22059045732,0.046,0.032
53,-0.777424454689,1.32732856274,-1.68813860416,-1.16978192329,-0.427521765232,0.423802256584,1.20313227177,-0.808792948723,1.75335812569,-0.994567990303,0.044,0.031
54,-0.833437561989,0.425591349602,-1.42638790607,-0.378401100636,-0.0750347077847,0.6385871768,0.309575498104,-0.840219974518,1.93417775631,-0.579705655575,0.04,0.047
55,-0.825295746326,0.600735783577,-1.45930218697,-0.422093242407,-0.111362285912,0.477120369673,0.476534813643,-0.880545020103,2.38586735725,-1.36182498932,0.041,0.046
56,-0.86340379715,0.544268667698,1.98585748672,0.564320743084,-0.755859911442,1.06998121738,1.09526467323,-0.0556354336441,0.176848337054,-0.231431826949,0.026,0.044
57,-0.804887592793,1.13700354099,-0.759755909443,-0.523896932602,-0.276895910501,0.272055149078,0.634856820107,-0.552319824696,1.32636082172,-1.0188356638,0.025,0.04
58,-0.801616311073,1.28992307186,-1.03991508484,-0.606097698212,-0.177423939109,1.47081327438,0.0544257424772,-0.138700738549,2.40697431564,5.55615997314,0.041,0.041
59,-0.870336890221,-1.09203028679,-1.22869765759,-1.37201714516,-0.529235541821,3.86470746994,1.70975065231,0.399860113859,4.42243862152,-1.39343106747,0.027,0.026
60,-0.847541928291,-0.521853983402,-0.90988278389,-1.47122550011,-0.230772063136,1.02803254128,0.476740807295,-0.0174813512713,0.205743521452,-1.11565387249,0.039,0.025
61,-0.793233215809,1.340513587,-1.37443459034,-0.585846245289,-0.39851090312,3.3511300087,0.557755172253,1.07972693443,-1.45937979221,-1.78595817089,0.043,0.041
62,-0.794222533703,1.25880110264,-0.720638155937,-1.032081604,-0.830782771111,1.34536588192,-0.863931953907,-0.885194003582,2.67600655556,-1.32679414749,0.028,0.027
63,-0.812765240669,1.26743626595,0.168150797486,-0.41898599267,-0.257921695709,0.640467643738,-0.286537289619,-0.523318350315,0.580565452576,-1.36637580395,0.021,0.039
64,-0.916245400906,-1.31638741493,0.669844269753,-0.566204369068,0.618953108788,2.27928709984,0.78282469511,0.663710474968,0.955919504166,-0.505787491798,0.043,0.043
65,-0.793094098568,1.18965482712,-0.237056180835,-1.27389597893,-0.0119912922382,1.89138960838,2.65249347687,0.448684900999,1.94288825989,-0.462258815765,0.028,0.028
66,-0.784990668297,1.32233178616,-0.291336387396,-1.56034851074,-0.305956691504,0.791982412338,-0.627434134483,-0.476264059544,-0.309030532837,-1.43421626091,0.033,0.021
67,-0.903071403503,-1.14940774441,-0.026712346822,-1.08635258675,1.26295924187,1.81128251553,-0.376387834549,0.134424611926,0.448349654675,-1.35274708271,0.027,0.043
68,-0.797582745552,1.02888333797,-0.650443792343,-0.866312921047,-0.938850581646,2.41266465187,1.61559939384,0.675335228443,1.14049851894,-1.21747481823,0.039,0.028
69,-0.81195962429,0.876359581947,-0.471478432417,-0.581104755402,-0.852717876434,1.50942277908,0.0429990291595,0.575092256069,0.942423403263,-0.697518467903,0.042,0.033
70,-0.814661383629,0.542931973934,-0.46780821681,-0.79614597559,-1.03796124458,0.652442455292,1.05352473259,-0.0292964857072,0.538496255875,-1.15663385391,0.02,0.027
71,-0.820374429226,0.78021389246,-0.839399337769,-0.788342654705,0.0356264151633,0.000848300755024,-0.495513111353,-1.12225711346,1.21048176289,-0.999521434307,0.027,0.039
72,-0.887126147747,-1.27541971207,-1.17994642258,-0.42205965519,-0.317529827356,-0.458389639854,1.29955399036,-0.735149741173,-0.432976931334,-0.255933910608,0.023,0.042
73,-0.760474979877,1.87064993382,0.0433187820017,-2.69624423981,1.84265398979,-0.692158281803,0.931673586369,-0.696788549423,-0.0313929021358,-0.229578346014,0.025,0.02
74,-0.872787714005,-1.11637115479,-0.642640173435,-1.5334893465,0.249335020781,-0.0950180590153,0.773241102695,-0.609893262386,0.470481604338,-0.486235260963,0.046,0.027
75,-0.887000381947,-1.07025039196,0.894841372967,-1.59035944939,0.477661848068,-0.268944323063,-0.398587882519,-0.995986878872,0.932569742203,-0.684308648109,0.036,0.023
76,-0.796685039997,1.31624150276,0.371842026711,-1.17540073395,-0.299623161554,0.379298895597,-0.138344094157,-0.843752920628,1.29763042927,-0.781530082226,0.042,0.025
77,-0.803539156914,1.46236360073,-0.49892115593,0.026374578476,-0.574911832809,1.88937187195,1.4965480566,-0.0686549246311,1.71744811535,-0.852996885777,0.022,0.046
78,-0.884119153023,-1.15881836414,-0.959127604961,-1.654063344,1.2436825037,1.15926420689,0.919008135796,-0.0975748002529,1.12817430496,-0.261685043573,0.032,0.036
79,-0.743791997433,2.79820561409,-1.10812234879,-0.366342037916,-0.514380574226,0.55340731144,0.369563013315,-0.544291079044,1.11977005005,-0.0827843472362,0.04,0.042
80,-0.717238485813,2.85538482666,-1.16524541378,-1.41659915447,-0.76368868351,1.42382574081,1.63700437546,0.280407339334,0.771907567978,-0.243778467178,0.042,0.022
81,-0.73755812645,2.77762937546,-0.857761800289,-0.833743989468,-0.656018555164,0.871796786785,0.0818008333445,-0.264029800892,0.451062589884,-0.590635001659,0.036,0.032
82,-0.756676673889,2.69175291061,-0.275751143694,-0.855906546116,0.441799551249,0.648599088192,-0.628377735615,-0.118731543422,0.210146307945,-0.882558643818,0.052,0.04
