site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840480290059,0,10,20140123T0000-0600,68105,1440,0,7.6,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290059,0,10,20140105T0000-0600,68105,1440,0,9.9,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140105T0000-0600,68105,1440,0,7.6,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290032,0,10,20141201T0000-0600,68105,1440,0,13,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140429T0000-0600,68105,1440,0,25.3,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140429T0000-0600,68105,1440,0,23.1,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140529T0000-0600,68105,1440,0,27,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140529T0000-0600,68105,1440,0,25.6,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140914T0000-0600,68105,1440,0,24.1,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140914T0000-0600,68105,1440,0,22.5,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140604T0000-0600,68105,1440,0,29.2,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140604T0000-0600,68105,1440,0,26.7,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140423T0000-0600,68105,1440,0,25.7,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140423T0000-0600,68105,1440,0,24.5,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140405T0000-0600,68105,1440,0,16.4,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140405T0000-0600,68105,1440,0,15,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140803T0000-0600,68105,1440,0,29.5,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140803T0000-0600,68105,1440,0,28.2,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20141231T0000-0600,68105,1440,0,6.3,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20141231T0000-0600,68105,1440,0,3.7,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20141119T0000-0600,68105,1440,0,11.5,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20141119T0000-0600,68105,1440,0,11,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140920T0000-0600,68105,1440,0,28.6,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140920T0000-0600,68105,1440,0,26.5,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140117T0000-0600,68105,1440,0,12.9,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140117T0000-0600,68105,1440,0,11.8,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140710T0000-0600,68105,1440,0,27.9,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140710T0000-0600,68105,1440,0,26.4,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140330T0000-0600,68105,1440,0,20.8,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140330T0000-0600,68105,1440,0,18.6,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20141213T0000-0600,68105,1440,0,19.4,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20141213T0000-0600,68105,1440,0,16.8,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290032,0,10,20140620T0000-0600,68105,1440,0,27.5,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20141015T0000-0600,68105,1440,0,20.9,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290059,0,10,20140926T0000-0600,68105,1440,0,24.8,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140926T0000-0600,68105,1440,0,23,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140216T0000-0600,68105,1440,0,21,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140216T0000-0600,68105,1440,0,17.9,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20141203T0000-0600,68105,1440,0,13.9,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290059,0,10,20140417T0000-0600,68105,1440,0,18.2,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140417T0000-0600,68105,1440,0,16.7,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140827T0000-0600,68105,1440,0,31.7,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140827T0000-0600,68105,1440,0,29.9,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290032,0,10,20141002T0000-0600,68105,1440,0,28.7,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140523T0000-0600,68105,1440,0,26.3,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140523T0000-0600,68105,1440,0,24.2,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
840480290059,0,10,20140324T0000-0600,68105,1440,0,14.1,017,0,1,29.275381,-98.311692,WGS84,151,145,1,-40,,
840480290032,0,10,20140324T0000-0600,68105,1440,0,11.8,017,0,1,29.51509,-98.620166,WGS84,280,145,1,-40,,
